killer_name,killer_steamid,killer_team_name,victim_name,victim_steamid,victim_side,victim_team_name,weapon_name,headshot,killer_controlling_bot,is_trade_kill,match_checksum,tournament
jks,76561197977105184,Team Liquid,magixx,76561199063238565,2,Team Spirit,M4A1,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit, NAF-FLY,76561198001151695,3,Team Liquid,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,chopper,76561198045898864,2,Team Spirit,M4A1,1,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,USP-S,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
YEKINDAR,76561198134401925,Team Liquid,zont1x,76561198995880877,3,Team Spirit,Glock-18,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,Dual Berettas,1,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,ultimate,76561198283989223,2,Team Liquid,Dual Berettas,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,donk,76561198386265483,3,Team Spirit,P250,0,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,chopper,76561198045898864,3,Team Spirit,Glock-18,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,jks,76561197977105184,2,Team Liquid,USP-S,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,sh1ro,76561198081484775,3,Team Spirit,Dual Berettas,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,magixx,76561199063238565,3,Team Spirit,Dual Berettas,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,Five-SeveN,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,jks,76561197977105184,2,Team Liquid,Galil AR,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,zont1x,76561198995880877,3,Team Spirit,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,ultimate,76561198283989223,2,Team Liquid,Galil AR,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,USP-S,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,Twistzz,76561198016255205,2,Team Liquid,USP-S,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,ultimate,76561198283989223,2,Team Liquid,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,Twistzz,76561198016255205,2,Team Liquid,MP9,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,jks,76561197977105184,2,Team Liquid,MP9,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,jks,76561197977105184,2,Team Liquid,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
 NAF-FLY,76561198001151695,Team Liquid,magixx,76561199063238565,3,Team Spirit,Tec-9,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,Twistzz,76561198016255205,2,Team Liquid,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,ultimate,76561198283989223,2,Team Liquid,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,M4A1,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
YEKINDAR,76561198134401925,Team Liquid,magixx,76561199063238565,3,Team Spirit,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,jks,76561197977105184,2,Team Liquid,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
 NAF-FLY,76561198001151695,Team Liquid,donk,76561198386265483,3,Team Spirit,AK-47,1,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,AWP,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,Twistzz,76561198016255205,2,Team Liquid,M4A1,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,ultimate,76561198283989223,2,Team Liquid,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,AK-47,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,jks,76561197977105184,2,Team Liquid,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,Twistzz,76561198016255205,2,Team Liquid,AWP,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,ultimate,76561198283989223,2,Team Liquid,AK-47,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,AK-47,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
 NAF-FLY,76561198001151695,Team Liquid,chopper,76561198045898864,3,Team Spirit,Galil AR,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,M4A1,0,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,sh1ro,76561198081484775,3,Team Spirit,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
YEKINDAR,76561198134401925,Team Liquid,chopper,76561198045898864,3,Team Spirit,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,ultimate,76561198283989223,2,Team Liquid,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,AK-47,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,jks,76561197977105184,2,Team Liquid,AK-47,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,donk,76561198386265483,3,Team Spirit,Galil AR,0,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,zont1x,76561198995880877,3,Team Spirit,Galil AR,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
YEKINDAR,76561198134401925,Team Liquid,magixx,76561199063238565,3,Team Spirit,AK-47,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
YEKINDAR,76561198134401925,Team Liquid,chopper,76561198045898864,3,Team Spirit,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,AWP,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
YEKINDAR,76561198134401925,Team Liquid,magixx,76561199063238565,3,Team Spirit,AK-47,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,donk,76561198386265483,3,Team Spirit,M4A1,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
 NAF-FLY,76561198001151695,Team Liquid,chopper,76561198045898864,3,Team Spirit,M4A1,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,jks,76561197977105184,2,Team Liquid,M4A1,0,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,ultimate,76561198283989223,2,Team Liquid,M4A1,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,zont1x,76561198995880877,3,Team Spirit,M4A4,0,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,M4A1,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,M4A1,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,chopper,76561198045898864,3,Team Spirit,AK-47,1,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,ultimate,76561198283989223,2,Team Liquid,M4A1,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,donk,76561198386265483,3,Team Spirit,M4A4,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,magixx,76561199063238565,3,Team Spirit,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,zont1x,76561198995880877,3,Team Spirit,M4A4,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,sh1ro,76561198081484775,3,Team Spirit,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,M4A1,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,ultimate,76561198283989223,2,Team Liquid,M4A1,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
 NAF-FLY,76561198001151695,Team Liquid,magixx,76561199063238565,3,Team Spirit,M4A4,1,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,jks,76561197977105184,2,Team Liquid,M4A1,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,chopper,76561198045898864,3,Team Spirit,AK-47,0,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,zont1x,76561198995880877,3,Team Spirit,AK-47,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,M4A1,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,donk,76561198386265483,3,Team Spirit,AK-47,0,0,1,8855159dbc2f9b32,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,sh1ro,76561198081484775,3,Team Spirit,AK-47,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,YEKINDAR,76561198134401925,2,Team Liquid,MP9,1,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,Twistzz,76561198016255205,2,Team Liquid,AK-47,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit, NAF-FLY,76561198001151695,2,Team Liquid,M4A1,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,jks,76561197977105184,2,Team Liquid,M4A1,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,ultimate,76561198283989223,2,Team Liquid,M4A1,0,0,0,8855159dbc2f9b32,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,chopper,76561198045898864,3,Team Spirit,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,susp,76561198342718168,2,Wildcard,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,magixx,76561199063238565,3,Team Spirit,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,phzy,76561198408199043,2,Wildcard,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
Sonic,76561197975129851,Wildcard,Sonic,76561197975129851,2,Wildcard,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
JBa,76561198184153575,Wildcard,JBa,76561198184153575,2,Wildcard,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
stanislaw,76561197981849043,Wildcard,stanislaw,76561197981849043,2,Wildcard,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,donk,76561198386265483,3,Team Spirit,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,sh1ro,76561198081484775,3,Team Spirit,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,zont1x,76561198995880877,3,Team Spirit,World,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
JBa,76561198184153575,Wildcard,sh1ro,76561198081484775,3,Team Spirit,Glock-18,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,Sonic,76561197975129851,2,Wildcard,USP-S,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,magixx,76561199063238565,3,Team Spirit,USP-S,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,susp,76561198342718168,2,Wildcard,USP-S,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,stanislaw,76561197981849043,2,Wildcard,USP-S,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,phzy,76561198408199043,2,Wildcard,USP-S,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,JBa,76561198184153575,2,Wildcard,USP-S,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
Sonic,76561197975129851,Wildcard,donk,76561198386265483,3,Team Spirit,Tec-9,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,JBa,76561198184153575,2,Wildcard,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
stanislaw,76561197981849043,Wildcard,zont1x,76561198995880877,3,Team Spirit,Tec-9,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,sh1ro,76561198081484775,3,Team Spirit,Desert Eagle,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,stanislaw,76561197981849043,2,Wildcard,MP9,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,susp,76561198342718168,2,Wildcard,HE Grenade,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,Sonic,76561197975129851,2,Wildcard,MP9,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,magixx,76561199063238565,3,Team Spirit,M4A1,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,chopper,76561198045898864,3,Team Spirit,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
World,0,,phzy,76561198408199043,2,Wildcard,C4,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,susp,76561198342718168,2,Wildcard,M4A1,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,stanislaw,76561197981849043,2,Wildcard,Five-SeveN,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
Sonic,76561197975129851,Wildcard,chopper,76561198045898864,3,Team Spirit,Galil AR,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,Sonic,76561197975129851,2,Wildcard,M4A1,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,phzy,76561198408199043,2,Wildcard,MAC-10,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,JBa,76561198184153575,2,Wildcard,MAC-10,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,Sonic,76561197975129851,2,Wildcard,Galil AR,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,susp,76561198342718168,2,Wildcard,Galil AR,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,JBa,76561198184153575,2,Wildcard,Galil AR,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,phzy,76561198408199043,2,Wildcard,AK-47,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,stanislaw,76561197981849043,2,Wildcard,HE Grenade,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,stanislaw,76561197981849043,2,Wildcard,AK-47,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,Sonic,76561197975129851,2,Wildcard,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,JBa,76561198184153575,2,Wildcard,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,susp,76561198342718168,2,Wildcard,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,phzy,76561198408199043,2,Wildcard,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,phzy,76561198408199043,2,Wildcard,Galil AR,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,donk,76561198386265483,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,chopper,76561198045898864,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,susp,76561198342718168,2,Wildcard,Galil AR,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
Sonic,76561197975129851,Wildcard,zont1x,76561198995880877,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
Sonic,76561197975129851,Wildcard,magixx,76561199063238565,3,Team Spirit,AK-47,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,magixx,76561199063238565,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,phzy,76561198408199043,2,Wildcard,M4A1,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,susp,76561198342718168,2,Wildcard,M4A1,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
stanislaw,76561197981849043,Wildcard,sh1ro,76561198081484775,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,stanislaw,76561197981849043,2,Wildcard,M4A1,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,Sonic,76561197975129851,2,Wildcard,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,JBa,76561198184153575,2,Wildcard,M4A1,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,susp,76561198342718168,2,Wildcard,M4A4,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
JBa,76561198184153575,Wildcard,chopper,76561198045898864,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,JBa,76561198184153575,2,Wildcard,M4A1,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,Sonic,76561197975129851,2,Wildcard,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,zont1x,76561198995880877,3,Team Spirit,Desert Eagle,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,stanislaw,76561197981849043,2,Wildcard,AWP,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,phzy,76561198408199043,2,Wildcard,AWP,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
stanislaw,76561197981849043,Wildcard,donk,76561198386265483,3,Team Spirit,AK-47,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
zont1x,76561198995880877,Team Spirit,Sonic,76561197975129851,2,Wildcard,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,zont1x,76561198995880877,3,Team Spirit,AK-47,1,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,chopper,76561198045898864,3,Team Spirit,Galil AR,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,magixx,76561199063238565,3,Team Spirit,Galil AR,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,phzy,76561198408199043,2,Wildcard,AWP,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,sh1ro,76561198081484775,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
JBa,76561198184153575,Wildcard,chopper,76561198045898864,3,Team Spirit,AK-47,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
Sonic,76561197975129851,Wildcard,zont1x,76561198995880877,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,susp,76561198342718168,2,Wildcard,AWP,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,JBa,76561198184153575,2,Wildcard,M4A1,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
stanislaw,76561197981849043,Wildcard,magixx,76561199063238565,3,Team Spirit,AK-47,1,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,Sonic,76561197975129851,2,Wildcard,M4A1,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,stanislaw,76561197981849043,2,Wildcard,AWP,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,phzy,76561198408199043,2,Wildcard,AK-47,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,sh1ro,76561198081484775,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
chopper,76561198045898864,Team Spirit,Sonic,76561197975129851,2,Wildcard,Five-SeveN,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,JBa,76561198184153575,2,Wildcard,Five-SeveN,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,chopper,76561198045898864,3,Team Spirit,AK-47,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,donk,76561198386265483,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,zont1x,76561198995880877,3,Team Spirit,AK-47,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,magixx,76561199063238565,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,susp,76561198342718168,2,Wildcard,AWP,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,stanislaw,76561197981849043,2,Wildcard,AWP,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,sh1ro,76561198081484775,3,Team Spirit,AK-47,0,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,Sonic,76561197975129851,2,Wildcard,AWP,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,chopper,76561198045898864,3,Team Spirit,AK-47,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
JBa,76561198184153575,Wildcard,zont1x,76561198995880877,3,Team Spirit,AK-47,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,susp,76561198342718168,2,Wildcard,MP9,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,phzy,76561198408199043,2,Wildcard,M4A1,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
donk,76561198386265483,Team Spirit,stanislaw,76561197981849043,2,Wildcard,M4A1,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
magixx,76561199063238565,Team Spirit,JBa,76561198184153575,2,Wildcard,MP9,0,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
sh1ro,76561198081484775,Team Spirit,phzy,76561198408199043,3,Wildcard,P250,1,0,0,f807a7ad93891ce5,Perfect World Shanghai Major 2024
stanislaw,76561197981849043,Wildcard,sh1ro,76561198081484775,2,Team Spirit,USP-S,1,0,1,f807a7ad93891ce5,Perfect World Shanghai Major 2024
