number,start_tick,start_frame,freezetime_end_tick,freezetime_end_frame,end_tick,end_frame,end_officially_tick,end_officially_frame,team_a_name,team_b_name,score_team_a,score_team_b,team_a_side,team_b_side,team_a_start_money,team_b_start_money,team_a_equipment_value,team_b_equipment_value,team_a_money_spent,team_b_money_spent,team_a_economy_type,team_b_economy_type,duration,end_reason,winner_name,winner_side,overtime_number,match_checksum
5,27019,33970,28299,35897,35659,44727,36107,45266,Team Spirit,Natus Vincere,2,3,3,2,22650,33200,23700,24900,22050,17400,full,full,133959,12,Team Spirit,3,0,cf562d2195118fe
6,36107,45266,37387,47143,42296,53189,42744,53726,Team Spirit,Natus Vincere,2,4,3,2,18050,22000,27100,23650,14300,18450,full,full,98667,1,Natus Vincere,2,0,cf562d2195118fe
7,44857,56399,46137,58310,49568,62456,50016,63016,Team Spirit,Natus Vincere,2,5,3,2,13850,22550,2950,25500,2050,11900,eco,full,75429,9,Natus Vincere,2,0,cf562d2195118fe
8,50016,63016,51296,64991,55571,70237,56019,70772,Team Spirit,Natus Vincere,3,5,3,2,24100,28400,24800,25200,23500,8700,full,full,89925,8,Team Spirit,3,0,cf562d2195118fe
9,58989,74690,60269,76392,62633,79432,63081,79963,Team Spirit,Natus Vincere,4,5,3,2,17950,27000,28700,21550,11850,20450,full,full,59053,8,Team Spirit,3,0,cf562d2195118fe
10,63081,79963,64361,81815,70299,88822,70747,89387,Team Spirit,Natus Vincere,5,5,3,2,23650,16950,29450,7450,17250,7150,full,semi,110323,8,Team Spirit,3,0,cf562d2195118fe
11,70747,89387,72027,91225,78405,98794,78853,99332,Team Spirit,Natus Vincere,6,5,3,2,24150,21800,30850,22300,4900,21300,full,full,117147,8,Team Spirit,3,0,cf562d2195118fe
12,78853,99332,80133,101282,82741,104641,83285,105298,Team Spirit,Natus Vincere,7,5,3,2,36800,15600,30250,15100,17050,14500,full,force-buy,66114,8,Team Spirit,3,0,cf562d2195118fe
13,83285,105298,104569,131585,111130,139234,111578,139773,Team Spirit,Natus Vincere,7,6,2,3,4000,4000,5250,4750,3550,3550,pistol,pistol,422613,8,Natus Vincere,3,0,cf562d2195118fe
14,111578,139773,112858,141586,114203,143293,114651,143856,Team Spirit,Natus Vincere,7,7,2,3,9950,18200,1300,19500,500,17550,eco,semi,43835,8,Natus Vincere,3,0,cf562d2195118fe
15,114651,143856,115931,145668,122347,153404,122795,153933,Team Spirit,Natus Vincere,8,7,2,3,21750,19900,22000,24050,21600,9900,full,full,118903,9,Team Spirit,2,0,cf562d2195118fe
16,122795,153933,124075,155762,126366,158572,126814,159108,Team Spirit,Natus Vincere,9,7,2,3,18200,17900,25200,1000,12700,0,full,eco,57770,9,Team Spirit,2,0,cf562d2195118fe
17,129417,162371,130697,164295,139021,174229,139469,174759,Team Spirit,Natus Vincere,10,7,2,3,23250,28000,25300,27150,11500,25750,full,full,147670,1,Team Spirit,2,0,cf562d2195118fe
18,139469,174759,140749,176603,144453,181107,144901,181643,Team Spirit,Natus Vincere,10,8,2,3,30450,14550,24800,14650,8500,6550,full,semi,79053,8,Natus Vincere,3,0,cf562d2195118fe
19,144901,181643,146181,183511,150753,189056,151201,189604,Team Spirit,Natus Vincere,10,9,2,3,29250,26050,25200,27400,24200,12650,full,full,92316,8,Natus Vincere,3,0,cf562d2195118fe
20,151201,189604,152481,191278,155725,195240,156173,195792,Team Spirit,Natus Vincere,10,10,2,3,15450,31150,11650,28200,7350,16900,semi,full,70186,8,Natus Vincere,3,0,cf562d2195118fe
21,156173,195792,157453,197655,162251,203628,162699,204231,Team Spirit,Natus Vincere,11,10,2,3,20200,32000,20600,29750,19800,14950,full,full,97583,1,Team Spirit,2,0,cf562d2195118fe
22,165371,207623,166651,209380,174553,219057,175001,219607,Team Spirit,Natus Vincere,12,10,2,3,18800,24350,25600,30550,8800,13600,full,full,142390,1,Team Spirit,2,0,cf562d2195118fe
23,175001,219607,176281,221516,179661,225769,180109,226307,Team Spirit,Natus Vincere,12,11,2,3,28700,20850,25500,29950,13400,18400,full,full,76737,8,Natus Vincere,3,0,cf562d2195118fe
24,180109,226307,181389,228266,187916,236156,188460,236785,Team Spirit,Natus Vincere,12,12,2,3,23200,19800,22400,27200,21500,17250,full,full,122652,7,Natus Vincere,3,0,cf562d2195118fe
25,188460,236785,189793,238528,194766,244623,195214,245141,Team Spirit,Natus Vincere,13,12,2,3,62500,62500,25200,29700,24200,29300,full,full,97608,1,Team Spirit,2,1,cf562d2195118fe
26,195214,245141,196494,247048,203808,255887,204256,256415,Team Spirit,Natus Vincere,13,13,2,3,57300,43300,27250,29850,15250,24750,full,full,133822,8,Natus Vincere,3,1,cf562d2195118fe
27,204256,256415,205536,258454,212896,267441,213441,268106,Team Spirit,Natus Vincere,13,14,2,3,49650,36100,27950,32050,27850,16550,full,full,137309,12,Natus Vincere,3,1,cf562d2195118fe
28,216905,272670,218185,274501,224129,281749,224577,282278,Team Spirit,Natus Vincere,14,14,3,2,62500,62500,29000,25300,29600,25000,full,full,113063,7,Team Spirit,3,1,cf562d2195118fe
29,224577,282278,225857,284255,233330,293056,233778,293583,Team Spirit,Natus Vincere,14,15,3,2,52200,51200,30150,25600,21150,24600,full,full,134221,9,Natus Vincere,2,1,cf562d2195118fe
30,233778,293583,235058,295717,238833,300375,239377,301026,Team Spirit,Natus Vincere,15,15,3,2,39050,44650,31150,25700,31450,22000,full,full,84582,8,Team Spirit,3,1,cf562d2195118fe
31,242217,304571,243497,306453,247163,311023,247611,311556,Team Spirit,Natus Vincere,15,16,3,2,62500,62500,30050,25300,29350,24500,full,full,80348,9,Natus Vincere,2,2,cf562d2195118fe
32,247611,311556,248891,313364,251039,316191,251487,316730,Team Spirit,Natus Vincere,15,17,3,2,43350,55750,29300,25200,29100,16900,full,full,57720,9,Natus Vincere,2,2,cf562d2195118fe
33,251487,316730,252767,318628,258933,326240,259477,326891,Team Spirit,Natus Vincere,15,18,3,2,26550,56600,26150,26000,25650,17100,full,full,118430,9,Natus Vincere,2,2,cf562d2195118fe
34,259477,326891,260873,328917,268849,338479,269297,339008,Team Spirit,Natus Vincere,16,18,2,3,62500,62500,27050,30200,26550,29500,full,full,144308,9,Team Spirit,2,2,cf562d2195118fe
35,269297,339008,270577,340896,278864,350826,279312,351338,Team Spirit,Natus Vincere,17,18,2,3,54000,43400,27450,29350,17500,28950,full,full,147172,1,Team Spirit,2,2,cf562d2195118fe
36,279312,351338,280592,353234,283264,356645,283808,357276,Team Spirit,Natus Vincere,18,18,2,3,55200,26550,27850,31750,16800,23100,full,full,66089,9,Team Spirit,2,2,cf562d2195118fe
37,286605,360952,287885,362652,292427,368138,292875,368662,Team Spirit,Natus Vincere,19,18,2,3,62500,62500,27150,29050,26450,28550,full,full,89489,9,Team Spirit,2,3,cf562d2195118fe
38,292875,368662,294155,370640,303375,381575,303823,382107,Team Spirit,Natus Vincere,20,18,2,3,53400,44050,27350,29150,12700,28150,full,full,160808,1,Team Spirit,2,3,cf562d2195118fe
39,303823,382107,305103,384049,311530,391694,312074,392337,Team Spirit,Natus Vincere,20,19,2,3,59700,28500,25500,30450,20850,25250,full,full,119389,8,Natus Vincere,3,3,cf562d2195118fe
40,312074,392337,313520,394301,321711,404006,322159,404534,Team Spirit,Natus Vincere,21,19,3,2,62500,62500,29250,25000,28750,24300,full,full,145317,7,Team Spirit,3,3,cf562d2195118fe
41,322159,404534,323439,406340,331296,415859,331744,416424,Team Spirit,Natus Vincere,21,20,3,2,53050,51600,30350,25300,17750,24500,full,full,141033,9,Natus Vincere,2,3,cf562d2195118fe
42,331744,416424,333024,418435,339373,426084,339373,426084,Team Spirit,Natus Vincere,22,20,3,2,31650,15100,30750,25500,30850,17200,full,full,120298,7,Team Spirit,3,3,cf562d2195118fe
1,222,309,3205,4036,10072,11971,10520,12513,Team Spirit,Eternal Fire,0,1,3,2,4000,4000,4350,4500,3450,3400,pistol,pistol,146546,9,Eternal Fire,2,0,59e5b2c76e05bce0
2,10520,12513,11800,14300,13285,16094,13733,16640,Team Spirit,Eternal Fire,0,2,3,2,10950,18650,1000,18400,0,17200,eco,semi,44999,9,Eternal Fire,2,0,59e5b2c76e05bce0
3,13733,16640,15013,18448,21843,26580,22291,27116,Team Spirit,Eternal Fire,1,2,3,2,23250,20700,24050,20350,23050,5300,full,full,124907,7,Team Spirit,3,0,59e5b2c76e05bce0
4,22291,27116,23571,28977,30931,37897,31379,38441,Team Spirit,Eternal Fire,2,2,3,2,19200,26600,28600,26950,15400,22450,full,full,135475,12,Team Spirit,3,0,59e5b2c76e05bce0
5,31379,38441,32659,40299,38202,46884,38650,47417,Team Spirit,Eternal Fire,3,2,3,2,21250,12350,29450,19000,13300,11950,full,force-buy,106095,8,Team Spirit,3,0,59e5b2c76e05bce0
6,38650,47417,39930,49171,44946,55185,45394,55740,Team Spirit,Eternal Fire,4,2,3,2,25500,12600,29450,2800,13600,2600,full,eco,97613,8,Team Spirit,3,0,59e5b2c76e05bce0
7,47378,58548,48658,60334,56018,69019,56466,69579,Team Spirit,Eternal Fire,5,2,3,2,29650,24500,30750,25500,4300,24100,full,full,131579,12,Team Spirit,3,0,59e5b2c76e05bce0
8,56466,69579,57746,71344,60985,75270,61433,75825,Team Spirit,Eternal Fire,6,2,3,2,42500,10700,29750,16150,8400,6150,full,semi,71513,8,Team Spirit,3,0,59e5b2c76e05bce0
9,61433,75825,62713,77659,70782,87316,71230,87856,Team Spirit,Eternal Fire,7,2,3,2,51650,21850,30050,21850,9300,21150,full,full,144397,7,Team Spirit,3,0,59e5b2c76e05bce0
10,73214,90369,74494,92077,82210,101333,82658,101860,Team Spirit,Eternal Fire,7,3,3,2,61300,21600,30750,22200,17150,21200,full,full,137774,9,Eternal Fire,2,0,59e5b2c76e05bce0
11,82658,101860,83938,103892,90881,112323,91329,112840,Team Spirit,Eternal Fire,8,3,3,2,51850,18450,31150,21300,30350,17200,full,full,131479,7,Team Spirit,3,0,59e5b2c76e05bce0
12,91329,112840,92609,114712,99969,123371,100514,124019,Team Spirit,Eternal Fire,9,3,3,2,40600,20550,33400,21300,28200,20300,full,full,132333,12,Team Spirit,3,0,59e5b2c76e05bce0
13,100514,124019,113463,140396,118140,145798,118588,146324,Team Spirit,Eternal Fire,10,3,2,3,4000,4000,4850,4000,3350,3400,pistol,pistol,273677,9,Team Spirit,2,0,59e5b2c76e05bce0
14,118588,146324,119868,148130,121869,150544,122317,151075,Team Spirit,Eternal Fire,11,3,2,3,18700,11000,19300,11550,17650,10550,semi,force-buy,53029,9,Team Spirit,2,0,59e5b2c76e05bce0
15,122317,151075,123597,152938,130957,161665,131405,162187,Team Spirit,Eternal Fire,11,4,2,3,19100,13050,21950,13450,7100,12350,full,force-buy,133075,12,Eternal Fire,3,0,59e5b2c76e05bce0
16,131405,162187,132685,163985,138114,170643,138562,171155,Team Spirit,Eternal Fire,12,4,2,3,18800,18450,22750,23500,17950,17950,full,full,106259,1,Team Spirit,2,0,59e5b2c76e05bce0
17,138562,171155,139842,172964,147202,181620,147650,182133,Team Spirit,Eternal Fire,12,5,2,3,19250,10600,23050,20350,15400,10000,full,force-buy,131504,12,Eternal Fire,3,0,59e5b2c76e05bce0
18,147650,182133,148930,183981,152280,187935,152728,188468,Team Spirit,Eternal Fire,12,6,2,3,10050,18350,13350,27900,9750,15200,force-buy,full,72908,8,Eternal Fire,3,0,59e5b2c76e05bce0
19,152728,188468,154008,190306,158552,195723,159000,196277,Team Spirit,Eternal Fire,12,7,2,3,10100,20900,1700,28000,900,7600,eco,full,91167,7,Eternal Fire,3,0,59e5b2c76e05bce0
20,159000,196277,160280,198225,163671,202399,164119,202984,Team Spirit,Eternal Fire,12,8,2,3,25100,32600,24400,32400,23100,18200,full,full,76929,8,Eternal Fire,3,0,59e5b2c76e05bce0
21,164119,202984,165399,204888,171752,212631,172200,213177,Team Spirit,Eternal Fire,12,9,2,3,17100,31750,11300,30250,11100,13400,semi,full,121225,7,Eternal Fire,3,0,59e5b2c76e05bce0
22,172200,213177,173480,215176,179882,223125,180330,223702,Team Spirit,Eternal Fire,12,10,2,3,27200,37250,25300,32700,24600,20050,full,full,125007,8,Eternal Fire,3,0,59e5b2c76e05bce0
23,182439,226490,183719,228326,188392,233914,188840,234460,Team Spirit,Eternal Fire,12,11,2,3,19900,34950,11600,30250,11400,12600,semi,full,93290,7,Eternal Fire,3,0,59e5b2c76e05bce0
24,188840,234460,190120,236357,196052,243464,196596,244088,Team Spirit,Eternal Fire,12,12,2,3,30000,41450,27450,31050,26950,25550,full,full,113145,8,Eternal Fire,3,0,59e5b2c76e05bce0
25,196596,244088,198822,247147,205851,255689,206299,256231,Team Spirit,Eternal Fire,12,13,2,3,62500,62500,27150,30750,26450,30050,full,full,145779,8,Eternal Fire,3,1,59e5b2c76e05bce0
26,206299,256231,207579,258046,214646,266660,215094,267178,Team Spirit,Eternal Fire,13,13,2,3,45950,49800,26950,30150,26250,16550,full,full,131052,1,Team Spirit,2,1,59e5b2c76e05bce0
27,215094,267178,216374,269043,223010,277042,223554,277682,Team Spirit,Eternal Fire,14,13,2,3,38700,40350,27650,33000,13700,28200,full,full,123952,9,Team Spirit,2,1,59e5b2c76e05bce0
28,223554,277682,225552,280371,233472,289937,233920,290467,Team Spirit,Eternal Fire,14,14,3,2,62500,62500,29500,27750,28700,27150,full,full,153997,1,Eternal Fire,2,1,59e5b2c76e05bce0
29,233920,290467,235200,292398,240691,299282,241139,299834,Team Spirit,Eternal Fire,14,15,3,2,43700,54350,30100,27950,23550,13200,full,full,110770,9,Eternal Fire,2,1,59e5b2c76e05bce0
30,244219,303775,245499,305667,252590,314322,252590,314322,Team Spirit,Eternal Fire,14,16,3,2,16100,56450,31450,30000,31050,20300,full,full,132534,9,Eternal Fire,2,1,59e5b2c76e05bce0
1,226,313,3058,3643,4616,5484,5064,6036,Eternal Fire,Team Spirit,1,0,3,2,4000,4000,4000,4800,3400,3400,pistol,pistol,65979,8,Eternal Fire,3,0,2a4c3f36d8d46afa
2,5064,6036,6344,7681,11634,13910,12082,14471,Eternal Fire,Team Spirit,2,0,3,2,18350,10100,21200,1000,17850,0,semi,eco,100468,8,Eternal Fire,3,0,2a4c3f36d8d46afa
3,12082,14471,13362,16349,22306,27019,22754,27533,Eternal Fire,Team Spirit,2,1,3,2,18850,22100,25500,22800,5800,21400,full,full,160106,9,Team Spirit,2,0,2a4c3f36d8d46afa
4,22754,27533,24034,29308,29261,35553,29709,36092,Eternal Fire,Team Spirit,2,2,3,2,21550,18750,21900,18700,20900,13700,force-buy,semi,102331,1,Team Spirit,2,0,2a4c3f36d8d46afa
5,29709,36092,30989,37957,38788,47177,39236,47710,Eternal Fire,Team Spirit,2,3,3,2,10150,24650,5250,25500,300,4500,semi,full,141439,1,Team Spirit,2,0,2a4c3f36d8d46afa
6,39236,47710,40516,49493,45894,55916,46342,56447,Eternal Fire,Team Spirit,2,4,3,2,22450,38850,25850,25600,18950,13100,full,full,104704,9,Team Spirit,2,0,2a4c3f36d8d46afa
7,48791,59636,50071,61324,53470,65380,53918,65921,Eternal Fire,Team Spirit,2,5,3,2,18900,43800,11150,25900,10750,16300,semi,full,73290,9,Team Spirit,2,0,2a4c3f36d8d46afa
8,53918,65921,55198,67708,61691,75415,62139,75932,Eternal Fire,Team Spirit,2,6,3,2,25750,45250,25900,25500,24900,11200,full,full,121138,9,Team Spirit,2,0,2a4c3f36d8d46afa
9,62139,75932,63419,77840,72290,88172,72738,88706,Eternal Fire,Team Spirit,2,7,3,2,18750,52100,12100,25200,11300,16400,semi,full,156176,9,Team Spirit,2,0,2a4c3f36d8d46afa
10,72738,88706,74018,90482,83667,101954,84115,102488,Eternal Fire,Team Spirit,2,8,3,2,25650,53750,26100,27450,24800,15600,full,full,169038,1,Team Spirit,2,0,2a4c3f36d8d46afa
11,86267,105391,87547,107178,92253,112884,92701,113460,Eternal Fire,Team Spirit,2,9,3,2,18250,56950,23400,27550,16650,12500,full,full,95607,9,Team Spirit,2,0,2a4c3f36d8d46afa
12,92701,113460,93981,115253,97503,119522,98047,120166,Eternal Fire,Team Spirit,2,10,3,2,19500,61800,20800,28650,19300,13650,force-buy,full,77348,9,Team Spirit,2,0,2a4c3f36d8d46afa
13,98047,120166,111024,136180,114973,140740,115421,141275,Eternal Fire,Team Spirit,3,10,2,3,4000,4000,4400,4200,3400,3400,pistol,pistol,262514,9,Eternal Fire,2,0,2a4c3f36d8d46afa
14,115421,141275,116701,143068,121138,148351,121586,148898,Eternal Fire,Team Spirit,4,10,2,3,18650,10700,19650,10650,17150,10050,semi,force-buy,90286,9,Eternal Fire,2,0,2a4c3f36d8d46afa
15,121586,148898,122866,150593,130227,159225,130675,159749,Eternal Fire,Team Spirit,5,10,2,3,21050,12650,20950,2500,4700,2100,full,eco,131767,1,Eternal Fire,2,0,2a4c3f36d8d46afa
16,132791,162567,134071,164383,141691,173357,142139,173882,Eternal Fire,Team Spirit,5,11,2,3,35950,26850,26850,26850,25850,25850,full,full,137675,7,Team Spirit,3,0,2a4c3f36d8d46afa
17,142139,173882,143419,175688,147961,181289,148409,181813,Eternal Fire,Team Spirit,6,11,2,3,21600,20300,20750,24800,19950,17350,full,full,94509,1,Eternal Fire,2,0,2a4c3f36d8d46afa
18,148409,181813,149689,183679,156937,192165,157385,192692,Eternal Fire,Team Spirit,6,12,2,3,20350,16350,21050,20900,20050,15700,full,force-buy,132086,7,Team Spirit,3,0,2a4c3f36d8d46afa
19,157385,192692,158665,194609,163661,200611,163661,200611,Eternal Fire,Team Spirit,6,13,2,3,10100,20800,12700,24000,12100,18100,force-buy,full,101042,8,Team Spirit,3,0,2a4c3f36d8d46afa
1,257,345,3022,3718,5902,7051,6350,7583,Team Spirit,Eternal Fire,1,0,3,2,4000,4000,4300,4200,3300,3400,pistol,pistol,84943,8,Team Spirit,3,0,d8b7e0bddd1b3eb3
2,6350,7583,7630,9304,11856,14314,12304,14872,Team Spirit,Eternal Fire,2,0,3,2,18450,10400,16950,1000,13650,0,semi,eco,85260,8,Team Spirit,3,0,d8b7e0bddd1b3eb3
3,12304,14872,13584,16587,20416,24745,20864,25281,Team Spirit,Eternal Fire,3,0,3,2,23750,22700,24700,23000,12350,21800,full,full,125059,8,Team Spirit,3,0,d8b7e0bddd1b3eb3
4,20864,25281,22144,27032,26586,32323,27034,32883,Team Spirit,Eternal Fire,4,0,3,2,29850,16300,29450,8950,17300,7750,full,semi,89199,8,Team Spirit,3,0,d8b7e0bddd1b3eb3
5,27034,32883,28314,34605,33526,40983,33974,41525,Team Spirit,Eternal Fire,5,0,3,2,29700,25850,30650,26050,9200,25350,full,full,102601,8,Team Spirit,3,0,d8b7e0bddd1b3eb3
6,36427,44715,37707,46452,44635,54778,45083,55311,Team Spirit,Eternal Fire,6,0,3,2,38050,18200,30250,11150,18200,10350,full,semi,127466,7,Team Spirit,3,0,d8b7e0bddd1b3eb3
7,45083,55311,46363,57069,53155,65354,53603,65887,Team Spirit,Eternal Fire,7,0,3,2,38950,29050,31150,26550,18800,25850,full,full,127212,8,Team Spirit,3,0,d8b7e0bddd1b3eb3
8,53603,65887,54883,67758,57786,71335,58234,71868,Team Spirit,Eternal Fire,8,0,3,2,37500,20900,30250,20700,18800,19400,full,full,69008,8,Team Spirit,3,0,d8b7e0bddd1b3eb3
9,60695,75332,61975,77075,70204,86868,70652,87415,Team Spirit,Eternal Fire,9,0,3,2,36250,19700,29850,20750,24450,19150,full,full,146124,7,Team Spirit,3,0,d8b7e0bddd1b3eb3
10,70652,87415,71932,89281,79644,98580,80092,99116,Team Spirit,Eternal Fire,9,1,3,2,31100,21750,29850,22100,18500,21100,full,full,141425,9,Eternal Fire,2,0,d8b7e0bddd1b3eb3
11,82711,102615,83991,104384,89110,110429,89558,110974,Team Spirit,Eternal Fire,10,1,3,2,20500,18700,20000,23850,19200,15750,force-buy,full,98978,8,Team Spirit,3,0,d8b7e0bddd1b3eb3
12,89558,110974,90838,112832,93721,116411,94265,117086,Team Spirit,Eternal Fire,11,1,3,2,19150,18050,29400,19350,15900,17550,full,force-buy,68869,8,Team Spirit,3,0,d8b7e0bddd1b3eb3
13,94265,117086,108149,133980,112347,138870,112795,139404,Team Spirit,Eternal Fire,11,2,2,3,4000,4000,4750,4800,3550,3400,pistol,pistol,275933,8,Eternal Fire,3,0,d8b7e0bddd1b3eb3
14,112795,139404,114075,141179,117785,145566,118233,146136,Team Spirit,Eternal Fire,11,3,2,3,10850,18350,1500,18900,700,17800,eco,semi,78052,8,Eternal Fire,3,0,d8b7e0bddd1b3eb3
15,118233,146136,119513,147840,127621,157628,128069,158145,Team Spirit,Eternal Fire,12,3,2,3,22150,19800,22800,23350,21800,7700,full,full,145567,1,Team Spirit,2,0,d8b7e0bddd1b3eb3
16,128069,158145,129349,159885,137396,169694,137396,169694,Team Spirit,Eternal Fire,13,3,2,3,27300,13800,24900,27550,9500,15700,full,full,146289,9,Team Spirit,2,0,d8b7e0bddd1b3eb3
1,225,311,3063,3809,8446,9891,8894,10423,Eternal Fire,Team Spirit,0,1,3,2,4000,4000,4000,4200,3400,3400,pistol,pistol,122737,9,Team Spirit,2,0,9cb48de6a17ebe1
2,8894,10423,10174,12259,16107,19264,16555,19803,Eternal Fire,Team Spirit,0,2,3,2,11000,18650,11650,19300,10650,17850,force-buy,semi,113269,9,Team Spirit,2,0,9cb48de6a17ebe1
3,16555,19803,17835,21593,21588,26015,22036,26578,Eternal Fire,Team Spirit,0,3,3,2,12950,19450,4200,21450,3600,6900,eco,full,79586,9,Team Spirit,2,0,9cb48de6a17ebe1
4,22036,26578,23316,28434,30676,37173,31124,37698,Eternal Fire,Team Spirit,1,3,3,2,24750,30600,26050,25100,24550,11900,full,full,135741,12,Eternal Fire,3,0,9cb48de6a17ebe1
5,31124,37698,32404,39404,39764,47997,40212,48509,Eternal Fire,Team Spirit,2,3,3,2,17450,25200,24250,26450,15250,21650,full,full,131948,12,Eternal Fire,3,0,9cb48de6a17ebe1
6,40212,48509,41492,50330,48521,58965,48969,59514,Eternal Fire,Team Spirit,3,3,3,2,19650,11250,27800,17600,10600,11050,full,force-buy,133960,8,Eternal Fire,3,0,9cb48de6a17ebe1
7,51229,62454,52509,64180,57240,69800,57688,70322,Eternal Fire,Team Spirit,3,4,3,2,26800,12500,30450,4050,10100,4050,full,eco,94115,1,Team Spirit,2,0,9cb48de6a17ebe1
8,57688,70322,58968,72048,66824,81378,67272,81926,Eternal Fire,Team Spirit,4,4,3,2,24900,27450,25450,25200,24450,24500,full,full,141647,7,Eternal Fire,3,0,9cb48de6a17ebe1
9,69256,84543,70536,86316,77873,95013,78321,95544,Eternal Fire,Team Spirit,4,5,3,2,19350,16950,26300,8200,18450,8500,full,semi,134139,9,Team Spirit,2,0,9cb48de6a17ebe1
10,78321,95544,79601,97354,83184,101668,83632,102196,Eternal Fire,Team Spirit,4,6,3,2,9100,26500,9200,27750,8800,18800,force-buy,full,78459,9,Team Spirit,2,0,9cb48de6a17ebe1
11,83632,102196,84912,104048,87462,107135,87910,107706,Eternal Fire,Team Spirit,4,7,3,2,10400,25550,1700,26500,1300,6150,eco,full,63277,9,Team Spirit,2,0,9cb48de6a17ebe1
12,87910,107706,89190,109537,96051,117716,96595,118360,Eternal Fire,Team Spirit,4,8,3,2,21100,37750,22100,28450,20900,10500,force-buy,full,128246,9,Team Spirit,2,0,9cb48de6a17ebe1
13,96595,118360,109497,133903,112586,137563,113034,138116,Eternal Fire,Team Spirit,4,9,2,3,4000,4000,4950,5050,3350,3450,pistol,pistol,246025,8,Team Spirit,3,0,9cb48de6a17ebe1
14,113034,138116,114314,139865,116843,142952,117291,143498,Eternal Fire,Team Spirit,4,10,2,3,10450,18300,1000,18350,0,16300,eco,semi,61957,8,Team Spirit,3,0,9cb48de6a17ebe1
15,117291,143498,118571,145349,125931,154063,126379,154616,Eternal Fire,Team Spirit,4,11,2,3,22450,20650,23300,24900,22300,8450,full,full,135356,12,Team Spirit,3,0,9cb48de6a17ebe1
16,128649,157493,129929,159322,137289,167941,137737,168456,Eternal Fire,Team Spirit,4,12,2,3,12650,30550,16900,30250,12100,18500,force-buy,full,133857,12,Team Spirit,3,0,9cb48de6a17ebe1
17,137737,168456,139017,170223,143548,175592,143996,176117,Eternal Fire,Team Spirit,5,12,2,3,15350,29100,20000,29350,15100,24450,full,full,91425,9,Eternal Fire,2,0,9cb48de6a17ebe1
18,143996,176117,145276,177832,152741,186390,153189,186911,Eternal Fire,Team Spirit,6,12,2,3,18300,12250,25500,12900,13500,11900,full,force-buy,131615,1,Eternal Fire,2,0,9cb48de6a17ebe1
19,153189,186911,154469,188622,160293,195501,160741,196042,Eternal Fire,Team Spirit,7,12,2,3,23800,11350,26250,6450,16850,2100,full,semi,110053,9,Eternal Fire,2,0,9cb48de6a17ebe1
20,160741,196042,162021,197894,170476,207922,170924,208454,Eternal Fire,Team Spirit,8,12,2,3,24800,22150,27250,22800,18950,21500,full,full,152204,9,Eternal Fire,2,0,9cb48de6a17ebe1
21,172908,211153,174188,212898,181020,220989,181020,220989,Eternal Fire,Team Spirit,8,13,2,3,16250,27250,27750,7800,13200,7800,full,semi,126016,7,Team Spirit,3,0,9cb48de6a17ebe1
