number,start_tick,start_frame,freezetime_end_tick,freezetime_end_frame,end_tick,end_frame,end_officially_tick,end_officially_frame,team_a_name,team_b_name,score_team_a,score_team_b,team_a_side,team_b_side,team_a_start_money,team_b_start_money,team_a_equipment_value,team_b_equipment_value,team_a_money_spent,team_b_money_spent,team_a_economy_type,team_b_economy_type,duration,end_reason,winner_name,winner_side,overtime_number,match_checksum
23,206108,257158,207388,259066,215544,268815,215992,269352,Virtus.Pro,FaZe,12,11,2,3,23250,18900,25200,29700,20000,13100,full,full,146095,9,Virtus.Pro,2,0,dc6893705a5c5d9
24,215992,269352,217272,271185,222780,277826,223740,278924,Virtus.Pro,FaZe,12,12,2,3,21000,18700,27150,19600,17200,18100,full,force-buy,106203,8,FaZe,3,0,dc6893705a5c5d9
25,223740,278924,225153,280991,230619,287724,231067,288265,Virtus.Pro,FaZe,12,13,2,3,62500,62500,27550,29300,26750,28300,full,full,110289,8,FaZe,3,1,dc6893705a5c5d9
26,231067,288265,232347,290240,240473,300091,240921,300624,Virtus.Pro,FaZe,12,14,2,3,46150,51750,27250,31500,26450,19950,full,full,148213,7,FaZe,3,1,dc6893705a5c5d9
27,240921,300624,242201,302570,248623,310254,249583,311358,Virtus.Pro,FaZe,12,15,2,3,35500,50900,27850,33150,27650,31900,full,full,120691,8,FaZe,3,1,dc6893705a5c5d9
28,249583,311358,251758,314485,257888,321814,257888,321814,Virtus.Pro,FaZe,12,16,3,2,41750,53100,30650,27750,30550,27450,full,full,131043,9,FaZe,2,1,dc6893705a5c5d9
1,258,365,14863,18997,20475,25457,20923,25977,Virtus.Pro,FaZe,0,1,3,2,4000,4000,4150,4750,3550,3550,pistol,pistol,313765,1,FaZe,2,0,1a5315532c76cdf0
2,20923,25977,22203,27843,28010,34805,28458,35344,Virtus.Pro,FaZe,0,2,3,2,11450,19450,11750,19800,10950,18800,force-buy,semi,110390,9,FaZe,2,0,1a5315532c76cdf0
3,28458,35344,29738,37165,34181,42401,34629,42944,Virtus.Pro,FaZe,0,3,3,2,13100,19000,2200,21950,1600,9200,eco,full,88245,9,FaZe,2,0,1a5315532c76cdf0
4,34629,42944,35909,44850,38489,48149,38937,48749,Virtus.Pro,FaZe,1,3,3,2,26600,28450,26250,24400,25250,11400,full,full,65086,8,Virtus.Pro,3,0,1a5315532c76cdf0
5,38937,48749,40217,50594,44257,55606,44705,56145,Virtus.Pro,FaZe,2,3,3,2,19100,24350,27600,23350,9650,22650,full,full,85744,7,Virtus.Pro,3,0,1a5315532c76cdf0
6,44705,56145,45985,57945,51741,64826,52189,65372,Virtus.Pro,FaZe,3,3,3,2,28750,15100,28200,6850,14900,6250,full,semi,108552,7,Virtus.Pro,3,0,1a5315532c76cdf0
7,52189,65372,53469,67280,58595,73473,59043,74021,Virtus.Pro,FaZe,4,3,3,2,33150,25350,29100,24200,22700,23200,full,full,101299,8,Virtus.Pro,3,0,1a5315532c76cdf0
8,59043,74021,60323,75943,64715,81291,65163,81852,Virtus.Pro,FaZe,5,3,3,2,28000,17250,30450,8900,13900,8700,full,semi,90908,8,Virtus.Pro,3,0,1a5315532c76cdf0
9,65163,81852,66443,83663,73260,91786,73708,92316,Virtus.Pro,FaZe,5,4,3,2,31650,25850,31350,25200,8100,24700,full,full,124220,1,FaZe,2,0,1a5315532c76cdf0
10,75905,95260,77185,97025,83178,104213,83626,104749,Virtus.Pro,FaZe,5,5,3,2,31150,19850,30100,25200,17250,13200,full,full,111953,9,FaZe,2,0,1a5315532c76cdf0
11,83626,104749,84906,106693,92762,116026,93210,116566,Virtus.Pro,FaZe,5,6,3,2,24300,24700,24950,25300,23150,17450,full,full,141014,9,FaZe,2,0,1a5315532c76cdf0
12,93210,116566,94490,118493,100586,125854,101546,126958,Virtus.Pro,FaZe,6,6,3,2,14350,25300,14300,25000,13700,21150,force-buy,full,116142,8,Virtus.Pro,3,0,1a5315532c76cdf0
13,101546,126958,113872,142803,118080,147636,118528,148171,Virtus.Pro,FaZe,6,7,2,3,4000,4000,5150,4200,3450,3400,pistol,pistol,258570,7,FaZe,3,0,1a5315532c76cdf0
14,118528,148171,119808,150046,124865,156152,125313,156709,Virtus.Pro,FaZe,7,7,2,3,13950,19600,14850,22300,13500,19300,force-buy,semi,99799,9,Virtus.Pro,2,0,1a5315532c76cdf0
15,125313,156709,126593,158606,135479,169036,135927,169550,Virtus.Pro,FaZe,8,7,2,3,18500,8800,24800,6000,15400,5600,full,semi,154144,1,Virtus.Pro,2,0,1a5315532c76cdf0
16,135927,169550,137207,171413,145113,180505,145561,181035,Virtus.Pro,FaZe,9,7,2,3,21800,13300,25400,8150,12600,1900,full,semi,136988,1,Virtus.Pro,2,0,1a5315532c76cdf0
17,145561,181035,146841,182820,150457,187245,150905,187773,Virtus.Pro,FaZe,9,8,2,3,27600,23700,25400,27100,8200,21750,full,full,77653,7,FaZe,3,0,1a5315532c76cdf0
18,150905,187773,152185,189800,159739,198698,160187,199229,Virtus.Pro,FaZe,10,8,2,3,30900,20850,25200,27300,24200,19950,full,full,136612,9,Virtus.Pro,2,0,1a5315532c76cdf0
19,160187,199229,161467,201050,163590,203606,164038,204139,Virtus.Pro,FaZe,11,8,2,3,24750,11100,25100,1400,15800,800,full,eco,54732,9,Virtus.Pro,2,0,1a5315532c76cdf0
20,166143,207036,167423,208729,173613,216159,174061,216690,Virtus.Pro,FaZe,11,9,2,3,26700,23200,25200,23800,14800,22800,full,full,114079,8,FaZe,3,0,1a5315532c76cdf0
21,174061,216690,175341,218526,180454,224623,180902,225179,Virtus.Pro,FaZe,11,10,2,3,19500,18150,19050,26200,17750,14750,force-buy,full,99199,8,FaZe,3,0,1a5315532c76cdf0
22,180902,225179,182182,226973,188550,234479,188998,235041,Virtus.Pro,FaZe,11,11,2,3,11550,21150,2300,28200,1700,10300,eco,full,116292,8,FaZe,3,0,1a5315532c76cdf0
23,191139,238072,192419,239883,198580,247305,199028,247832,Virtus.Pro,FaZe,11,12,2,3,22450,28600,22300,29750,21300,16150,full,full,115455,8,FaZe,3,0,1a5315532c76cdf0
24,199028,247832,200308,249663,206495,257014,207455,258119,Virtus.Pro,FaZe,12,12,2,3,16250,30000,17100,30350,15900,15200,force-buy,full,114817,9,Virtus.Pro,2,0,1a5315532c76cdf0
25,207455,258119,208795,259964,213098,265253,213546,265813,Virtus.Pro,FaZe,12,13,2,3,62500,62500,27150,28950,26150,28250,full,full,89207,8,FaZe,3,1,1a5315532c76cdf0
26,213546,265813,214826,267709,219063,272974,219511,273533,Virtus.Pro,FaZe,13,13,2,3,46150,52000,25100,30450,24400,10550,full,full,89545,9,Virtus.Pro,2,1,1a5315532c76cdf0
27,219511,273533,220791,275475,225531,281176,226491,282281,Virtus.Pro,FaZe,14,13,2,3,39800,49050,27850,31050,14100,31150,full,full,95572,9,Virtus.Pro,2,1,1a5315532c76cdf0
28,226491,282281,227914,284493,232272,289891,232720,290438,Virtus.Pro,FaZe,15,13,3,2,62500,62500,29300,26950,29400,26550,full,full,95160,7,Virtus.Pro,3,1,1a5315532c76cdf0
29,235005,293743,236285,295627,242743,303574,242743,303574,Virtus.Pro,FaZe,16,13,3,2,50300,34200,30900,27850,19450,27250,full,full,122932,8,Virtus.Pro,3,1,1a5315532c76cdf0
1,138,218,1416,1633,3226,3626,3674,4129,FaZe,Virtus.Pro,1,0,3,2,4000,4000,3250,3250,0,0,pistol,pistol,43413,8,FaZe,3,0,4549b648175e0ed2
3,4100,4623,13890,16788,21565,25562,22013,26101,FaZe,Virtus.Pro,1,1,3,2,4000,4000,4800,4250,3400,3450,eco,eco,266735,9,Virtus.Pro,2,0,4549b648175e0ed2
4,22013,26101,23293,27933,29800,35742,30248,36335,FaZe,Virtus.Pro,1,2,3,2,10400,18600,10450,19350,10050,17700,force-buy,semi,122813,1,Virtus.Pro,2,0,4549b648175e0ed2
5,30248,36335,31528,38167,39305,47383,39753,47909,FaZe,Virtus.Pro,1,3,3,2,12650,19000,12000,22150,1400,9000,semi,full,140736,9,Virtus.Pro,2,0,4549b648175e0ed2
6,39753,47909,41033,49758,50788,61349,51236,61866,FaZe,Virtus.Pro,1,4,3,2,26650,28650,27400,27150,26100,14650,full,full,171207,1,Virtus.Pro,2,0,4549b648175e0ed2
7,51236,61866,52516,63805,60051,72713,60499,73263,FaZe,Virtus.Pro,1,5,3,2,18250,32800,15500,27550,8900,17650,semi,full,138176,1,Virtus.Pro,2,0,4549b648175e0ed2
8,62664,76286,63944,78187,73292,89402,73740,89940,FaZe,Virtus.Pro,1,6,3,2,26950,33850,29300,27550,18650,12900,full,full,167080,1,Virtus.Pro,2,0,4549b648175e0ed2
9,73740,89940,75020,91795,80942,98842,81390,99366,FaZe,Virtus.Pro,1,7,3,2,26500,39750,28500,27550,23650,19900,full,full,113399,9,Virtus.Pro,2,0,4549b648175e0ed2
10,83754,102491,85034,104317,87666,107475,88114,108021,FaZe,Virtus.Pro,1,8,3,2,20650,37600,10300,27150,9800,21950,semi,full,63489,9,Virtus.Pro,2,0,4549b648175e0ed2
11,88114,108021,89394,109923,98321,120340,98769,120883,FaZe,Virtus.Pro,1,9,3,2,28150,33000,27900,28250,26900,5300,full,full,156927,9,Virtus.Pro,2,0,4549b648175e0ed2
12,98769,120883,100049,122711,105398,128688,105846,129203,FaZe,Virtus.Pro,1,10,3,2,18750,45550,19100,27550,18100,16700,force-buy,full,99425,1,Virtus.Pro,2,0,4549b648175e0ed2
13,105846,129203,107126,131069,113666,138901,114114,139438,FaZe,Virtus.Pro,1,11,3,2,19150,47650,22900,27150,17650,26650,full,full,123539,9,Virtus.Pro,2,0,4549b648175e0ed2
14,114114,139438,115394,141455,122531,149977,123491,151082,FaZe,Virtus.Pro,1,12,3,2,19100,39050,20050,28050,18750,19450,force-buy,full,134252,9,Virtus.Pro,2,0,4549b648175e0ed2
15,123491,151082,135714,167027,140080,172091,140080,172091,FaZe,Virtus.Pro,1,13,2,3,10350,18200,4250,4650,3450,3550,pistol,pistol,267626,8,Virtus.Pro,3,0,4549b648175e0ed2
1,249,352,8471,10209,11676,13902,12124,14437,G2,Imperial,0,1,3,2,4000,4000,4650,4200,3550,3400,pistol,pistol,174702,9,Imperial,2,0,c7a029f641392a32
2,12124,14437,13404,16230,18502,22309,18950,22834,G2,Imperial,0,2,3,2,10550,18650,1400,20100,200,18100,eco,full,101495,9,Imperial,2,0,c7a029f641392a32
3,18950,22834,20230,24654,29797,35682,30245,36228,G2,Imperial,0,3,3,2,22650,18600,23600,22100,22400,8500,full,full,165651,1,Imperial,2,0,c7a029f641392a32
4,30245,36228,60148,72230,67663,81136,68111,81702,G2,Imperial,0,4,3,2,15650,29100,11450,25300,7300,16800,semi,full,579008,1,Imperial,2,0,c7a029f641392a32
5,68111,81702,69391,83540,78203,93776,78651,94290,G2,Imperial,0,5,3,2,25950,31000,27500,26250,19200,14050,full,full,155672,1,Imperial,2,0,c7a029f641392a32
6,80635,96899,81915,98630,90875,109106,91323,109628,G2,Imperial,1,5,3,2,24450,35550,27850,26300,20550,15350,full,full,157387,7,G2,3,0,c7a029f641392a32
7,91323,109628,92603,111554,99963,120486,100411,121029,G2,Imperial,2,5,3,2,23000,31300,26250,27050,19450,26050,full,full,139994,12,G2,3,0,c7a029f641392a32
8,100411,121029,101691,122775,107833,130117,108281,130690,G2,Imperial,3,5,3,2,21300,12950,29450,1300,11700,300,full,eco,117173,7,G2,3,0,c7a029f641392a32
9,108281,130690,109561,132495,116921,141297,117369,141830,G2,Imperial,4,5,3,2,28900,28550,30100,27350,12250,26350,full,full,136758,12,G2,3,0,c7a029f641392a32
10,119802,144941,121082,146662,126624,153282,127072,153809,G2,Imperial,5,5,3,2,34100,14400,30050,14300,16250,8250,full,semi,107542,7,G2,3,0,c7a029f641392a32
11,127072,153809,128352,155648,135394,164017,135842,164555,G2,Imperial,6,5,3,2,36950,27150,30150,25700,18800,25100,full,full,131613,8,G2,3,0,c7a029f641392a32
12,135842,164555,137122,166385,142506,173014,143466,174117,G2,Imperial,6,6,3,2,35500,19750,31450,20350,24000,19350,full,full,109063,1,Imperial,2,0,c7a029f641392a32
13,143466,174117,156317,189639,161745,195821,162193,196346,G2,Imperial,7,6,2,3,4000,4000,4250,4950,3250,3450,pistol,pistol,279834,1,G2,2,0,c7a029f641392a32
14,162193,196346,163473,198219,169854,205721,170302,206234,G2,Imperial,8,6,2,3,19750,11250,18350,1200,17650,200,semi,eco,120873,1,G2,2,0,c7a029f641392a32
15,170302,206234,171582,208131,179563,217503,180011,218024,G2,Imperial,9,6,2,3,21100,23950,24000,24200,14800,21750,full,full,145293,9,G2,2,0,c7a029f641392a32
16,180011,218024,181291,219958,188651,228475,189099,228988,G2,Imperial,9,7,2,3,24350,17700,25000,11000,20100,10200,full,semi,134746,12,Imperial,3,0,c7a029f641392a32
17,189099,228988,190379,231080,197496,239481,197944,240002,G2,Imperial,9,8,2,3,10450,25250,14700,28200,10100,16800,force-buy,full,135288,8,Imperial,3,0,c7a029f641392a32
18,200458,243054,201738,244764,208688,252481,209136,252977,G2,Imperial,10,8,2,3,10750,26200,1500,28800,700,18400,eco,full,121544,9,G2,2,0,c7a029f641392a32
19,212352,257127,213632,258819,221762,268477,222210,269004,G2,Imperial,11,8,2,3,27800,18500,25200,19700,21600,17900,full,force-buy,146337,1,G2,2,0,c7a029f641392a32
20,222210,269004,223490,270849,230607,279252,231055,279780,G2,Imperial,12,8,2,3,24600,12600,25400,12300,4900,2400,full,semi,132129,1,G2,2,0,c7a029f641392a32
21,231055,279780,232335,281681,236071,286271,236071,286271,G2,Imperial,13,8,2,3,43200,17800,25200,26400,13850,24900,full,full,83689,9,G2,2,0,c7a029f641392a32
1,260,388,8791,10341,15030,17376,15478,17894,Imperial,G2,1,0,3,2,4000,4000,4500,4350,3400,3350,pistol,pistol,216585,7,Imperial,3,0,cd57625ad64643a9
2,15478,17894,16758,19683,23132,27181,23580,27718,Imperial,G2,1,1,3,2,19600,14950,20200,15450,19200,14350,semi,force-buy,118402,9,G2,2,0,cd57625ad64643a9
3,23580,27718,24860,29565,28002,33266,28450,33797,Imperial,G2,2,1,3,2,8300,18650,8400,25700,8000,13500,force-buy,full,70733,8,Imperial,3,0,cd57625ad64643a9
4,28450,33797,29730,35824,36571,44024,37019,44551,Imperial,G2,3,1,3,2,18050,12750,25150,13500,14600,12600,full,force-buy,130387,8,Imperial,3,0,cd57625ad64643a9
5,37019,44551,38299,46469,42486,51585,42934,52097,Imperial,G2,4,1,3,2,21200,9650,28700,1000,5600,0,full,eco,89678,7,Imperial,3,0,cd57625ad64643a9
6,42934,52097,44214,54035,51772,63183,52220,63722,Imperial,G2,4,2,3,2,34900,25250,30850,24900,11950,23900,full,full,141338,9,G2,2,0,cd57625ad64643a9
7,52220,63722,53500,65500,58427,71496,58875,72015,Imperial,G2,4,3,3,2,30650,19400,28800,23650,27800,15250,full,full,99113,1,G2,2,0,cd57625ad64643a9
8,58875,72015,60155,73758,68096,83181,68544,83725,Imperial,G2,5,3,3,2,12750,23150,13950,25500,900,11900,semi,full,142358,7,Imperial,3,0,cd57625ad64643a9
9,68544,83725,69824,85783,79617,97473,80065,98019,Imperial,G2,5,4,3,2,30550,22150,29350,21500,15100,20500,full,full,175277,1,G2,2,0,cd57625ad64643a9
10,80065,98019,81345,99847,87667,107375,88115,107916,Imperial,G2,5,5,3,2,23350,20650,28100,25000,20950,16600,full,full,119282,1,G2,2,0,cd57625ad64643a9
11,88115,107916,89395,109754,94831,116204,95279,116729,Imperial,G2,5,6,3,2,12100,23050,6500,23800,1200,10950,semi,full,105666,1,G2,2,0,cd57625ad64643a9
12,97723,119814,99003,121537,104036,127598,104996,128709,Imperial,G2,5,7,3,2,23200,31100,26450,26200,21550,16500,full,full,99240,9,G2,2,0,cd57625ad64643a9
13,104996,128709,117994,144227,124550,151763,124998,152299,Imperial,G2,6,7,2,3,4000,4000,4850,4200,3550,3400,pistol,pistol,293922,1,Imperial,2,0,cd57625ad64643a9
14,124998,152299,126278,154195,135370,164988,135818,165549,Imperial,G2,7,7,2,3,19450,11600,19900,12100,18900,11050,semi,force-buy,161775,1,Imperial,2,0,cd57625ad64643a9
15,135818,165549,137098,167310,146189,178090,146637,178611,Imperial,G2,8,7,2,3,19250,13150,24500,5850,13300,3000,full,semi,159888,1,Imperial,2,0,cd57625ad64643a9
16,146637,178611,147917,180287,156127,190236,156575,190775,Imperial,G2,9,7,2,3,24350,24650,24200,26500,4000,22950,full,full,148210,1,Imperial,2,0,cd57625ad64643a9
17,159441,194436,160721,196122,167754,204571,168202,205094,Imperial,G2,10,7,2,3,39050,19300,25400,25000,13000,17200,full,full,129214,9,Imperial,2,0,cd57625ad64643a9
18,170807,208568,172087,210463,178808,218582,179256,219115,Imperial,G2,10,8,2,3,44100,20300,25400,11700,20700,10800,full,semi,127671,8,G2,3,0,cd57625ad64643a9
19,179256,219115,180536,221046,186882,228724,187330,229273,Imperial,G2,10,9,2,3,31000,29050,27250,29850,25850,18600,full,full,122507,8,G2,3,0,cd57625ad64643a9
20,187330,229273,188610,230957,193581,236842,194029,237393,Imperial,G2,10,10,2,3,14950,28200,3900,30350,3700,9800,eco,full,96499,8,G2,3,0,cd57625ad64643a9
21,196197,240077,197477,241760,203185,248465,203633,248986,Imperial,G2,11,10,2,3,23250,35950,23350,30950,22350,9600,full,full,106941,9,Imperial,2,0,cd57625ad64643a9
22,203633,248986,204913,250865,211139,258391,211587,258955,Imperial,G2,11,11,2,3,18950,36850,23100,29200,17500,28500,full,full,119907,8,G2,3,0,cd57625ad64643a9
23,211587,258955,212867,260802,215881,264516,216329,265062,Imperial,G2,11,12,2,3,10950,26100,1600,28800,800,6000,eco,full,70898,8,G2,3,0,cd57625ad64643a9
24,216329,265062,217609,266976,224036,274796,224036,274796,Imperial,G2,11,13,2,3,15450,42700,23100,31050,22100,12000,full,full,124101,8,G2,3,0,cd57625ad64643a9
1,252,355,6360,7959,9315,11412,9763,11942,Eternal Fire,Liquid,1,0,3,2,4000,4000,4000,5050,3400,3450,pistol,pistol,140687,8,Eternal Fire,3,0,4d45acef48637b70
2,9763,11942,11043,13713,13689,16833,14137,17366,Eternal Fire,Liquid,2,0,3,2,18350,10650,21700,1500,17950,700,semi,eco,62232,8,Eternal Fire,3,0,4d45acef48637b70
3,14137,17366,15417,19180,20528,25375,20976,25929,Eternal Fire,Liquid,2,1,3,2,18750,21950,24300,22400,6100,21200,full,full,101905,9,Liquid,2,0,4d45acef48637b70
4,20976,25929,22256,27761,28834,35496,29282,36021,Eternal Fire,Liquid,3,1,3,2,19950,18800,21000,25400,19600,9100,force-buy,full,121729,7,Eternal Fire,3,0,4d45acef48637b70
5,29282,36021,30562,37786,37930,46801,38378,47356,Eternal Fire,Liquid,3,2,3,2,19950,23400,26800,24050,18250,22850,full,full,137163,1,Liquid,2,0,4d45acef48637b70
6,38378,47356,39658,49226,48196,59430,48644,59960,Eternal Fire,Liquid,3,3,3,2,8700,18750,21200,26350,6900,5700,force-buy,full,153627,1,Liquid,2,0,4d45acef48637b70
7,48644,59960,49924,61738,56140,69015,56588,69567,Eternal Fire,Liquid,3,4,3,2,11600,32050,6500,27850,300,9700,semi,full,115214,9,Liquid,2,0,4d45acef48637b70
8,58783,72423,60063,74145,66641,82065,67089,82623,Eternal Fire,Liquid,4,4,3,2,23900,40200,24950,27650,23850,12000,full,full,122683,8,Eternal Fire,3,0,4d45acef48637b70
9,67089,82623,68369,84407,73454,90591,73902,91144,Eternal Fire,Liquid,5,4,3,2,17800,35500,29450,25000,10650,24300,full,full,101383,8,Eternal Fire,3,0,4d45acef48637b70
10,73902,91144,75182,92862,80448,99183,80896,99725,Eternal Fire,Liquid,5,5,3,2,24900,20700,30050,21150,5600,20350,full,full,102286,9,Liquid,2,0,4d45acef48637b70
11,80896,99725,82176,101507,89536,110045,89984,110605,Eternal Fire,Liquid,6,5,3,2,26700,17800,27650,27450,26150,12300,full,full,131310,12,Eternal Fire,3,0,4d45acef48637b70
12,89984,110605,91264,112423,94602,116569,95562,117687,Eternal Fire,Liquid,7,5,3,2,17000,8300,31800,23850,11800,7200,full,full,75885,8,Eternal Fire,3,0,4d45acef48637b70
13,95562,117687,108318,133356,113905,139764,114353,140296,Eternal Fire,Liquid,7,6,2,3,4000,4000,4250,4600,3450,3300,pistol,pistol,280904,7,Liquid,3,0,4d45acef48637b70
14,114353,140296,115633,142116,121345,148904,121793,149439,Eternal Fire,Liquid,8,6,2,3,13950,20000,13800,20700,12200,19600,force-buy,semi,109526,1,Eternal Fire,2,0,4d45acef48637b70
15,121793,149439,123073,151281,132433,162097,132881,162611,Eternal Fire,Liquid,9,6,2,3,21950,9200,19600,4900,18600,0,semi,eco,161058,1,Eternal Fire,2,0,4d45acef48637b70
16,135903,166646,137183,168291,143645,176025,144093,176565,Eternal Fire,Liquid,10,6,2,3,21750,19900,24300,23950,19400,17150,full,full,119336,9,Eternal Fire,2,0,4d45acef48637b70
17,144093,176565,145373,178364,146555,179842,147003,180410,Eternal Fire,Liquid,11,6,2,3,20500,15650,25400,7100,15750,7200,full,semi,41696,9,Eternal Fire,2,0,4d45acef48637b70
18,147003,180410,148283,182192,155497,190920,155945,191473,Eternal Fire,Liquid,12,6,2,3,22300,22950,28150,23550,6700,22550,full,full,133727,1,Eternal Fire,2,0,4d45acef48637b70
19,158335,194755,159615,196464,165417,203340,165865,203867,Eternal Fire,Liquid,12,7,2,3,34000,17400,28150,25850,6850,14000,full,full,109234,8,Liquid,3,0,4d45acef48637b70
20,165865,203867,167145,205656,173667,213503,173667,213503,Eternal Fire,Liquid,13,7,2,3,26150,18850,27150,27500,26150,17800,full,full,122606,9,Eternal Fire,2,0,4d45acef48637b70
1,262,374,6162,7663,7352,9020,7799,9567,Eternal Fire,Liquid,1,0,3,2,4000,4000,4000,4350,3400,3350,pistol,pistol,110259,8,Eternal Fire,3,0,5abe60055bc55f9f
2,7799,9567,9079,11267,14119,17230,14567,17782,Eternal Fire,Liquid,1,1,3,2,18350,10450,20500,10100,17600,10100,semi,force-buy,97723,9,Liquid,2,0,5abe60055bc55f9f
3,14567,17782,15847,19557,23521,28484,23969,29026,Eternal Fire,Liquid,2,1,3,2,8950,19000,8450,23550,8250,15600,force-buy,full,136478,7,Eternal Fire,3,0,5abe60055bc55f9f
4,25953,31585,27233,33214,30948,37590,31396,38115,Eternal Fire,Liquid,3,1,3,2,20300,14300,26700,14700,15850,14100,full,force-buy,76579,8,Eternal Fire,3,0,5abe60055bc55f9f
5,31396,38115,32676,39776,37397,45479,37845,46037,Eternal Fire,Liquid,4,1,3,2,22200,10000,28600,1500,10000,700,full,eco,93910,8,Eternal Fire,3,0,5abe60055bc55f9f
6,37845,46037,39125,47921,45067,54972,45515,55513,Eternal Fire,Liquid,4,2,3,2,29950,21600,30350,22400,12350,21400,full,full,113944,1,Liquid,2,0,5abe60055bc55f9f
7,45515,55513,46795,57303,54155,66083,54603,66630,Eternal Fire,Liquid,5,2,3,2,24700,19200,28650,27650,23050,7500,full,full,134795,12,Eternal Fire,3,0,5abe60055bc55f9f
8,56918,69754,58198,71428,66325,81191,66773,81717,Eternal Fire,Liquid,6,2,3,2,19100,19500,30350,26250,15000,19100,full,full,145851,7,Eternal Fire,3,0,5abe60055bc55f9f
9,66773,81717,68053,83550,73559,90208,74007,90776,Eternal Fire,Liquid,7,2,3,2,23000,16400,29950,8600,18400,8200,full,semi,108282,8,Eternal Fire,3,0,5abe60055bc55f9f
10,74007,90776,75287,92608,84484,103501,84932,104020,Eternal Fire,Liquid,7,3,3,2,22350,23000,31550,23700,10100,22500,full,full,162277,1,Liquid,2,0,5abe60055bc55f9f
11,84932,104020,86212,105839,92736,113522,93184,114054,Eternal Fire,Liquid,8,3,3,2,19650,19500,26600,23650,19150,11150,full,full,121175,8,Eternal Fire,3,0,5abe60055bc55f9f
12,95504,117266,96784,118972,103322,126652,104282,127853,Eternal Fire,Liquid,8,4,3,2,17850,20950,29650,21250,16400,20450,full,full,119696,9,Liquid,2,0,5abe60055bc55f9f
13,104282,127853,117135,144132,121166,148754,121614,149325,Eternal Fire,Liquid,9,4,2,3,4000,4000,4200,4500,3400,3400,pistol,pistol,266542,9,Eternal Fire,2,0,5abe60055bc55f9f
14,121614,149325,122894,151121,129498,158761,129946,159316,Eternal Fire,Liquid,10,4,2,3,18650,10100,19700,1100,17200,300,semi,eco,120333,9,Eternal Fire,2,0,5abe60055bc55f9f
15,129946,159316,131226,161067,139407,170665,139855,171191,Eternal Fire,Liquid,11,4,2,3,20700,21800,22500,22700,6300,21400,full,full,144729,9,Eternal Fire,2,0,5abe60055bc55f9f
16,142672,174920,143952,176618,151312,185383,151760,185920,Eternal Fire,Liquid,11,5,2,3,32750,16100,27650,16900,23150,15900,full,force-buy,133430,12,Liquid,3,0,5abe60055bc55f9f
17,151760,185920,153040,187674,159345,195340,159793,195860,Eternal Fire,Liquid,11,6,2,3,15600,18250,18950,27650,14350,13050,force-buy,full,120129,7,Liquid,3,0,5abe60055bc55f9f
