name,steamid,score,team_name,kills,assists,deaths,headshots,hs_percentage,kd,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,mvp,rank_type,rank,old_rank,win_count,bomb_planted,bomb_defused,hostage_rescued,health_damage,armor_damage,utility_damage,1v1,1v2,1v3,1v4,1v5,1v1_won,1v2_won,1v3_won,1v4_won,1v5_won,1v1_lost,1v2_lost,1v3_lost,1v4_lost,1v5_lost,first_kill,first_death,trade_kill,trade_death,first_trade_kill,first_trade_death,k_1,k_2,k_3,k_4,k_5,htlv_2,htlv,crosshair_share_code,color,inspect_weapon_count,match_checksum
Mzinho,76561198838822582,71,Team B,23,10,10,14,60,2.3,89.473686,131.0,1.210526,0.526316,12.0,2,-1,0,0,0,5,0,0,2489,367,228,4,6,6,8,6,0,2,0,0,0,4,4,6,8,6,3,1,4,2,0,0,8,4,1,1,0,1.952067,1.795679,CSGO-pyDON-rpzDE-FDie6-vh8fx-YSopQ,0,0,7f448682ec455e2c
Aleksib,76561198013243326,26,Team A,9,4,14,4,44,0.642857,57.894737,59.578949,0.473684,0.736842,0.526316,1,-1,0,0,0,1,1,0,1132,194,10,4,6,6,8,6,0,2,0,0,0,4,4,6,8,6,2,1,3,0,0,0,1,4,0,0,0,0.712465,0.733104,CSGO-WWYXF-EUK4o-nr3dx-K3sZf-DbapG,3,0,7f448682ec455e2c
w0nderful,76561199063068840,31,Team A,15,4,13,10,66,1.153846,68.421051,79.842102,0.789474,0.684211,0.368421,1,-1,0,0,0,1,0,0,1517,235,7,7,9,9,11,9,1,3,1,1,1,6,6,8,10,8,3,3,1,0,0,0,6,3,1,0,0,1.155145,1.101049,CSGO-ixUkM-R86vw-CMjAG-6f9W8-Jo74E,1,0,7f448682ec455e2c
iM,76561198050250233,18,Team A,6,4,16,2,33,0.375,63.15789,46.36842,0.315789,0.842105,4.68421,1,-1,0,0,0,0,0,0,881,191,89,5,7,7,9,7,0,2,0,0,0,5,5,7,9,7,0,2,2,4,0,2,2,2,0,0,0,0.516043,0.454035,CSGO-vdxX6-Gc6ZB-wSxpS-YDKAf-xsrBE,4,0,7f448682ec455e2c
xertioN,76561198193174134,21,Team B,8,3,9,4,50,0.888889,83.333328,61.916668,0.666667,0.75,0.75,2,-1,0,0,0,0,0,0,743,69,9,3,4,1,3,1,1,2,0,0,0,2,2,1,3,1,1,0,3,5,0,0,4,2,0,0,0,1.06937,0.858138,CSGO-usVDK-dBUVN-j4Ffp-POw9z-DLpYF,4,0,fcc0c4ac37d6b2fc
donk,76561198386265483,11,Team A,4,3,10,2,50,0.4,58.333332,50.0,0.333333,0.833333,3.916667,0,-1,0,0,0,0,0,0,600,92,47,3,4,1,3,1,1,2,0,0,0,2,2,1,3,1,2,1,2,0,0,0,4,0,0,0,0,0.516216,0.414807,CSGO-Cr7BJ-7CbBi-yx2oQ-Jy32v-7cG4C,4,0,fcc0c4ac37d6b2fc
Jimpphat,76561198855375325,27,Team B,8,4,5,6,75,1.6,75.0,70.0,0.666667,0.416667,0.25,1,-1,0,0,0,1,0,0,840,118,3,4,5,2,4,2,2,3,1,1,1,2,2,1,3,1,0,3,2,1,0,0,4,2,0,0,0,1.220338,1.130755,CSGO-S7a2M-Gona9-EbhMr-NsiFE-oZJaA,3,0,fcc0c4ac37d6b2fc
magixx,76561199063238565,7,Team A,2,1,8,1,50,0.25,66.666672,41.0,0.166667,0.666667,0.0,0,-1,0,0,0,0,1,0,492,146,0,3,4,1,3,1,1,2,0,0,0,2,2,1,3,1,0,1,2,1,0,1,2,0,0,0,0,0.476406,0.411867,CSGO-3P8vG-eFro9-pvpiB-Ut7o3-dv6KQ,1,0,fcc0c4ac37d6b2fc
zont1x,76561198995880877,24,Team A,9,6,8,1,11,1.125,91.666672,96.083336,0.75,0.666667,2.75,1,-1,0,0,0,0,1,0,1153,231,33,7,8,5,7,5,2,3,1,1,1,5,5,4,6,4,5,0,0,4,0,0,5,2,0,0,0,1.380879,0.995917,CSGO-iFmqr-NWMkU-Q38iA-iC6Ru-RPNMB,2,0,fcc0c4ac37d6b2fc
chopper,76561198045898864,17,Team A,8,0,10,5,62,0.8,66.666672,69.333336,0.666667,0.833333,0.0,1,-1,0,0,0,0,0,0,832,208,0,4,5,2,4,2,1,2,0,0,0,3,3,2,4,2,1,1,0,2,0,0,4,2,0,0,0,0.902122,0.789983,CSGO-8PtfJ-XjEKG-tUyOt-y9Sds-ZwCJC,0,0,fcc0c4ac37d6b2fc
Spinx,76561198063336407,29,Team B,7,1,7,4,57,1.0,75.0,79.083336,0.583333,0.583333,1.25,3,-1,0,0,0,4,0,0,949,123,15,3,4,1,3,1,1,2,0,0,0,2,2,1,3,1,1,3,1,1,0,1,6,1,0,0,0,1.063654,0.900652,CSGO-PZmwG-aiLCu-CYuQ2-icz2C-vZ9GJ,1,0,fcc0c4ac37d6b2fc
torzsi,76561198355739212,37,Team B,10,2,6,4,40,1.666667,100.0,78.166664,0.833333,0.5,0.0,3,-1,0,0,0,4,0,0,938,102,0,5,6,3,5,3,2,3,1,1,1,3,3,2,4,2,0,0,3,1,0,0,6,2,0,0,0,1.512015,1.20185,CSGO-hP4eK-PqkTQ-jo4T7-cmpxc-ZHZML,0,0,fcc0c4ac37d6b2fc
SH1R0,76561198081484775,25,Team A,12,2,7,3,25,1.714286,66.666672,74.416664,1.0,0.583333,5.083333,1,-1,0,0,0,0,0,0,893,153,61,5,6,3,5,3,1,2,0,0,0,4,4,3,5,3,1,0,3,1,0,0,2,5,0,0,0,1.35633,1.417961,CSGO-aMLZj-JxUQ4-Jr3SL-K9ZPG-GMFZG,3,0,fcc0c4ac37d6b2fc
Brollan,76561198138828475,25,Team B,9,5,9,6,66,1.0,100.0,103.666664,0.75,0.75,2.666667,0,-1,0,0,0,0,0,0,1244,135,32,5,6,3,5,3,1,2,0,0,0,4,4,3,5,3,1,3,2,4,0,2,5,2,0,0,0,1.413268,0.927762,CSGO-ebDPX-rm33i-hyojj-VRwnA-YTFuA,2,0,fcc0c4ac37d6b2fc
Jimpphat,76561198855375325,48,MOUZ,7,5,14,5,71,0.5,66.666672,51.0,0.388889,0.777778,1.333333,1,-1,0,0,0,1,0,0,918,182,24,5,5,5,5,2,3,2,0,0,0,2,3,5,5,2,1,1,0,3,0,1,5,1,0,0,0,0.660641,0.538886,CSGO-S7a2M-Gona9-EbhMr-NsiFE-oZJaA,3,0,8a4fdcacb3fc04ed
Spinx,76561198063336407,60,MOUZ,13,5,13,7,53,1.0,72.222221,88.555557,0.722222,0.722222,2.111111,3,-1,0,0,0,0,0,0,1594,360,38,10,10,10,10,7,3,2,0,0,0,7,8,10,10,7,1,1,3,0,0,0,8,1,1,0,0,1.139092,0.959498,CSGO-PZmwG-aiLCu-CYuQ2-icz2C-vZ9GJ,1,0,8a4fdcacb3fc04ed
magixx,76561199063238565,29,Team Spirit,5,4,15,5,100,0.333333,66.666672,41.888889,0.277778,0.833333,4.055555,2,-1,0,0,0,3,0,0,754,184,73,6,6,6,6,3,3,2,0,0,0,3,4,6,6,3,1,7,0,5,0,3,3,1,0,0,0,0.500308,0.400617,CSGO-3P8vG-eFro9-pvpiB-Ut7o3-dv6KQ,1,0,8a4fdcacb3fc04ed
xertioN,76561198193174134,47,MOUZ,10,6,14,3,30,0.714286,61.111111,73.5,0.555556,0.777778,5.388889,3,-1,0,0,0,0,0,0,1323,288,97,5,5,5,5,2,3,2,0,0,0,2,3,5,5,2,4,2,1,1,0,0,6,2,0,0,0,0.841676,0.710361,CSGO-usVDK-dBUVN-j4Ffp-POw9z-DLpYF,4,0,8a4fdcacb3fc04ed
zont1x,76561198995880877,51,Team Spirit,10,2,13,4,40,0.769231,66.666672,65.888885,0.555556,0.722222,5.277778,2,-1,0,0,0,1,0,0,1186,124,95,6,6,6,6,3,3,2,0,0,0,3,4,6,6,3,2,2,3,2,0,0,3,2,1,0,0,0.865343,0.852474,CSGO-iFmqr-NWMkU-Q38iA-iC6Ru-RPNMB,2,0,8a4fdcacb3fc04ed
Brollan,76561198138828475,54,MOUZ,14,3,14,9,64,1.0,66.666672,69.944443,0.777778,0.777778,7.5,3,-1,0,0,0,0,1,0,1259,318,135,7,7,7,7,4,4,3,1,1,1,3,4,6,6,3,3,2,1,3,0,0,4,2,2,0,0,1.046324,1.089381,CSGO-ebDPX-rm33i-hyojj-VRwnA-YTFuA,2,0,8a4fdcacb3fc04ed
torzsi,76561198355739212,71,MOUZ,16,2,9,1,6,1.777778,77.777779,86.722221,0.888889,0.5,4.055555,6,-1,0,0,0,0,0,0,1561,88,73,10,10,10,10,7,4,3,1,1,1,6,7,9,9,6,2,1,3,1,0,0,7,1,1,1,0,1.419655,1.473847,CSGO-hP4eK-PqkTQ-jo4T7-cmpxc-ZHZML,0,0,8a4fdcacb3fc04ed
SH1R0,76561198081484775,68,Team Spirit,15,3,10,9,60,1.5,72.222221,95.055557,0.833333,0.555556,2.555556,3,-1,0,0,0,2,0,0,1711,179,46,8,8,8,8,5,4,3,1,1,1,4,5,7,7,4,1,0,3,1,0,0,9,0,2,0,0,1.333676,1.253091,CSGO-aMLZj-JxUQ4-Jr3SL-K9ZPG-GMFZG,3,0,8a4fdcacb3fc04ed
chopper,76561198045898864,55,Team Spirit,15,2,12,8,53,1.25,77.777779,66.5,0.833333,0.666667,4.166667,4,-1,0,0,0,3,0,0,1197,193,75,8,8,8,8,5,4,3,1,1,1,4,5,7,7,4,0,0,3,2,0,0,4,1,3,0,0,1.218109,1.291121,CSGO-8PtfJ-XjEKG-tUyOt-y9Sds-ZwCJC,0,0,8a4fdcacb3fc04ed
donk,76561198386265483,62,Team Spirit,19,3,10,14,73,1.9,77.777779,115.611115,1.055556,0.555556,3.5,3,-1,0,0,0,1,0,0,2081,218,63,7,7,7,7,4,4,3,1,1,1,3,4,6,6,3,3,2,3,4,0,1,5,4,2,0,0,1.632084,1.56766,CSGO-Cr7BJ-7CbBi-yx2oQ-Jy32v-7cG4C,4,0,8a4fdcacb3fc04ed
SH1R0,76561198081484775,34,Team B,10,5,11,4,40,0.909091,80.0,66.849998,0.5,0.55,0.2,2,-1,0,0,0,2,0,0,1337,64,4,3,4,8,6,2,2,0,0,0,0,1,4,8,6,2,2,2,2,3,0,0,8,1,0,0,0,1.023347,0.814785,CSGO-aMLZj-JxUQ4-Jr3SL-K9ZPG-GMFZG,3,0,3efb61445ab59aa6
zont1x,76561198995880877,34,Team B,13,5,8,7,53,1.625,95.0,74.150002,0.65,0.4,5.45,1,-1,0,0,0,1,0,0,1483,130,109,5,6,10,8,4,2,0,0,0,0,3,6,10,8,4,2,0,3,2,0,0,9,2,0,0,0,1.365793,1.09179,CSGO-iFmqr-NWMkU-Q38iA-iC6Ru-RPNMB,2,0,3efb61445ab59aa6
Jimpphat,76561198855375325,31,Team A,12,3,12,7,58,1.0,65.0,66.550003,0.6,0.6,0.65,1,-1,0,0,0,0,0,0,1331,214,13,5,6,10,8,4,2,0,0,0,0,3,6,10,8,4,2,1,2,1,0,0,8,2,0,0,0,0.962713,0.886445,CSGO-S7a2M-Gona9-EbhMr-NsiFE-oZJaA,3,0,3efb61445ab59aa6
magixx,76561199063238565,33,Team B,13,1,15,7,53,0.866667,70.0,71.75,0.65,0.75,3.1,2,-1,0,0,0,2,0,0,1435,228,62,3,4,8,6,2,2,0,0,0,0,1,4,8,6,2,4,1,1,3,0,0,6,2,1,0,0,0.969173,0.892551,CSGO-3P8vG-eFro9-pvpiB-Ut7o3-dv6KQ,1,0,3efb61445ab59aa6
chopper,76561198045898864,37,Team B,11,8,12,6,54,0.916667,75.0,75.800003,0.55,0.6,10.65,2,-1,0,0,0,2,0,0,1516,248,213,2,3,7,5,1,2,0,0,0,0,0,3,7,5,1,1,2,2,5,0,0,9,1,0,0,0,1.047002,0.815667,CSGO-8PtfJ-XjEKG-tUyOt-y9Sds-ZwCJC,0,0,3efb61445ab59aa6
donk,76561198386265483,59,Team B,22,5,11,12,54,2.0,65.0,99.75,1.1,0.55,7.75,6,-1,0,0,0,2,1,0,1995,251,155,4,5,9,7,3,4,2,2,2,2,0,3,7,5,1,3,3,4,0,0,0,3,5,3,0,0,1.537729,1.693123,CSGO-sHUmr-iMk6w-XLids-sYakJ-fFjeC,4,0,3efb61445ab59aa6
Spinx,76561198063336407,32,Team A,12,1,11,6,50,1.090909,75.0,73.099998,0.6,0.55,5.8,2,-1,0,0,0,1,0,0,1462,220,116,4,5,9,7,3,2,0,0,0,0,2,5,9,7,3,1,4,4,1,0,0,7,1,1,0,0,1.073356,0.985344,CSGO-PZmwG-aiLCu-CYuQ2-icz2C-vZ9GJ,1,0,3efb61445ab59aa6
Brollan,76561198138828475,19,Team A,9,0,17,4,44,0.529412,70.0,56.099998,0.45,0.85,2.05,0,-1,0,0,0,0,0,0,1122,159,41,4,5,9,7,3,2,0,0,0,0,2,5,9,7,3,2,2,1,6,0,1,9,0,0,0,0,0.687954,0.498651,CSGO-ebDPX-rm33i-hyojj-VRwnA-YTFuA,2,0,3efb61445ab59aa6
xertioN,76561198193174134,21,Team A,8,10,15,3,37,0.533333,80.0,70.699997,0.4,0.75,27.5,1,-1,0,0,0,0,0,0,1414,418,550,3,4,8,6,2,2,0,0,0,0,1,4,8,6,2,1,3,1,1,0,1,6,1,0,0,0,0.867559,0.567665,CSGO-usVDK-dBUVN-j4Ffp-POw9z-DLpYF,4,0,3efb61445ab59aa6
torzsi,76561198355739212,52,Team A,16,6,14,6,37,1.142857,80.0,78.349998,0.8,0.7,0.05,3,-1,0,0,0,5,0,0,1567,144,1,5,6,10,8,4,2,0,0,0,0,3,6,10,8,4,2,2,2,2,0,1,8,4,0,0,0,1.244494,1.029765,CSGO-hP4eK-PqkTQ-jo4T7-cmpxc-ZHZML,0,0,3efb61445ab59aa6
zont1x,76561198995880877,49,Team B,15,3,15,6,40,1.0,69.565216,67.304344,0.652174,0.652174,7.521739,4,-1,0,0,0,3,2,0,1548,306,173,8,10,13,15,8,2,0,0,0,0,6,10,13,15,8,1,2,3,1,0,0,9,3,0,0,0,1.013796,0.90502,CSGO-iFmqr-NWMkU-Q38iA-iC6Ru-RPNMB,4,0,62d9b1e46804455
magixx,76561199063238565,31,Team B,11,9,18,7,63,0.611111,69.565216,63.260868,0.478261,0.782609,7.0,0,-1,0,0,0,1,0,0,1455,219,161,6,8,11,13,6,2,0,0,0,0,4,8,11,13,6,1,4,4,3,0,1,5,3,0,0,0,0.807018,0.65304,CSGO-3P8vG-eFro9-pvpiB-Ut7o3-dv6KQ,1,0,62d9b1e46804455
SH1R0,76561198081484775,48,Team B,18,6,17,12,66,1.058824,73.91304,83.95652,0.782609,0.73913,11.956522,1,-1,0,0,0,1,1,0,1931,328,275,2,4,7,9,2,2,0,0,0,0,0,4,7,9,2,4,2,3,3,0,0,9,3,1,0,0,1.178217,1.01854,CSGO-aMLZj-JxUQ4-Jr3SL-K9ZPG-GMFZG,3,0,62d9b1e46804455
xertioN,76561198193174134,59,Team A,24,8,16,10,41,1.5,78.260872,112.173912,1.043478,0.695652,5.043478,4,-1,0,0,0,0,1,0,2580,416,116,4,6,9,11,4,2,0,0,0,0,2,6,9,11,4,5,5,2,3,0,2,9,1,3,1,0,1.557564,1.524256,CSGO-usVDK-dBUVN-j4Ffp-POw9z-DLpYF,4,0,62d9b1e46804455
chopper,76561198045898864,32,Team B,11,2,15,7,63,0.733333,60.869564,47.347828,0.478261,0.652174,0.608696,1,-1,0,0,0,2,0,0,1089,164,14,4,6,9,11,4,2,0,0,0,0,2,6,9,11,4,1,1,3,4,0,1,7,2,0,0,0,0.731806,0.734496,CSGO-8PtfJ-XjEKG-tUyOt-y9Sds-ZwCJC,0,0,62d9b1e46804455
torzsi,76561198355739212,47,Team A,18,2,10,5,27,1.8,78.260872,75.826088,0.782609,0.434783,0.086957,2,-1,0,0,0,2,0,0,1744,139,2,7,9,12,14,7,4,2,2,2,2,3,7,10,12,5,1,1,2,2,0,1,6,6,0,0,0,1.3288,1.267452,CSGO-hP4eK-PqkTQ-jo4T7-cmpxc-ZHZML,0,0,62d9b1e46804455
Jimpphat,76561198855375325,50,Team A,17,4,13,7,41,1.307692,60.869564,68.521736,0.73913,0.565217,3.304348,5,-1,0,0,0,4,2,0,1576,290,76,4,6,9,11,4,2,0,0,0,0,2,6,9,11,4,0,1,4,0,0,0,3,4,2,0,0,1.080044,1.22533,CSGO-sHUmr-iMk6w-XLids-sYakJ-fFjeC,3,0,62d9b1e46804455
Spinx,76561198063336407,27,Team A,11,7,17,7,63,0.647059,78.260872,68.0,0.478261,0.73913,3.608696,0,-1,0,0,0,0,0,0,1564,308,83,4,6,9,11,4,2,0,0,0,0,2,6,9,11,4,3,0,2,4,0,0,11,0,0,0,0,0.900168,0.612938,CSGO-S7a2M-Gona9-EbhMr-NsiFE-oZJaA,1,0,62d9b1e46804455
donk,76561198386265483,44,Team B,19,6,18,11,57,1.055556,73.91304,95.08696,0.826087,0.782609,8.173913,4,-1,0,0,0,0,0,0,2187,324,188,3,5,8,10,3,2,0,0,0,0,1,5,8,10,3,3,4,2,4,0,1,4,6,1,0,0,1.228245,1.094968,CSGO-mRuCW-m4WpZ-K24Y7-erN8T-xXxTC,2,0,62d9b1e46804455
Brollan,76561198138828475,39,Team A,13,10,18,3,23,0.722222,78.260872,82.260872,0.565217,0.782609,10.434783,2,-1,0,0,0,2,0,0,1892,499,240,2,4,7,9,2,2,0,0,0,0,0,4,7,9,2,4,3,1,3,0,1,6,2,1,0,0,1.010788,0.776132,CSGO-ebDPX-rm33i-hyojj-VRwnA-YTFuA,2,0,62d9b1e46804455
Techno4K,76561198966340160,25,Team A,10,4,14,6,60,0.714286,70.588234,68.0,0.588235,0.823529,4.117647,0,-1,0,0,0,0,0,0,1156,277,70,5,4,9,7,4,3,0,0,0,0,2,4,9,7,4,4,1,1,5,0,0,6,2,0,0,0,0.887357,0.704038,CSGO-GaKb5-NHote-dtAUy-p6uRv-CPVGQ,1,0,9082f32f4a68fc27
mezii,76561197973140692,35,Team B,11,6,8,5,45,1.375,82.352943,71.470589,0.647059,0.470588,3.0,2,-1,0,0,0,2,0,0,1215,176,51,5,4,9,7,4,4,1,1,1,1,1,3,8,6,3,1,2,3,4,0,1,2,3,1,0,0,1.234992,1.178324,CSGO-wbR5p-6B4wk-asD25-VjPt3-2sCJC,4,0,9082f32f4a68fc27
flameZ,76561197978835160,51,Team B,19,5,12,13,68,1.583333,82.352943,123.117645,1.117647,0.705882,7.411765,5,-1,0,0,0,3,0,0,2093,242,126,3,2,7,5,2,3,0,0,0,0,0,2,7,5,2,4,0,4,4,0,0,5,7,0,0,0,1.67576,1.413184,CSGO-iVyCV-6tmzL-SKMdk-5PvRr-YMbEC,0,0,9082f32f4a68fc27
bLitz,76561198959824088,20,Team A,8,2,14,4,50,0.571429,47.058823,79.0,0.470588,0.823529,11.352942,1,-1,0,0,0,0,1,0,1343,365,193,6,5,10,8,5,3,0,0,0,0,3,5,10,8,5,0,3,0,1,0,1,5,0,1,0,0,0.637385,0.639866,CSGO-wJXca-CuG6k-8F6YJ-fEhE6-LOurD,3,0,9082f32f4a68fc27
910-,76561199203563345,26,Team A,10,3,12,3,30,0.833333,70.588234,64.882355,0.588235,0.705882,0.470588,3,-1,0,0,0,0,1,0,1103,116,8,8,7,12,10,7,3,0,0,0,0,5,7,12,10,7,0,2,2,4,0,1,2,4,0,0,0,0.934215,0.868499,CSGO-26Dt2-hWiUb-U4q39-L3rQa-sntiB,4,0,9082f32f4a68fc27
Senzu,76561198920720017,22,Team A,11,0,14,6,54,0.785714,64.705887,51.764706,0.647059,0.823529,0.529412,0,-1,0,0,0,0,0,0,880,205,9,5,4,9,7,4,4,1,1,1,1,1,3,8,6,3,1,0,4,1,0,0,7,2,0,0,0,0.819865,0.753185,CSGO-rFYwh-aDDEk-6AOpn-doqrm-LLUnB,2,0,9082f32f4a68fc27
ZywOo,76561198113666193,45,Team B,17,8,6,6,35,2.833333,88.235298,101.352943,1.0,0.352941,3.294118,2,-1,0,0,0,1,0,0,1723,136,56,4,3,8,6,3,3,0,0,0,0,1,3,8,6,3,4,0,3,0,0,0,6,4,1,0,0,1.753031,1.603544,CSGO-YjHoL-pYePb-2iQor-ieCy9-3ZywQ,3,0,9082f32f4a68fc27
apEX,76561197989744167,36,Team B,11,6,10,5,45,1.1,94.117645,64.294121,0.647059,0.588235,4.529412,2,-1,0,0,0,3,0,0,1093,176,77,5,4,9,7,4,4,1,1,1,1,1,3,8,6,3,2,3,2,5,0,1,6,1,1,0,0,1.235215,1.013863,CSGO-8fcjw-trwPY-98uXV-7nWbf-ZbJaA,2,0,9082f32f4a68fc27
ropz,76561197991272318,33,Team B,11,6,8,7,63,1.375,82.352943,66.0,0.647059,0.470588,3.470588,2,-1,0,0,0,2,0,0,1122,120,59,4,3,8,6,3,3,0,0,0,0,1,3,8,6,3,1,0,3,2,0,0,7,2,0,0,0,1.217486,1.041839,CSGO-MMQuh-Hs3Sj-Qv9zd-VaCmc-3QqNO,1,0,9082f32f4a68fc27
Mzinho,76561198838822582,15,Team A,5,4,15,4,80,0.333333,58.823532,50.235294,0.294118,0.882353,5.176471,0,-1,0,0,0,0,0,0,854,229,88,4,3,8,6,3,3,0,0,0,0,1,3,8,6,3,0,6,3,2,0,1,5,0,0,0,0,0.459064,0.341952,CSGO-TpLLK-EJ5vT-aYEpF-VphTW-k8aYO,0,0,9082f32f4a68fc27
ropz,76561197991272318,51,Team B,21,6,21,10,47,1.0,60.000004,91.933334,0.7,0.7,2.3,5,-1,0,0,0,1,0,0,2758,269,69,11,10,13,14,11,4,3,1,1,1,7,7,12,13,10,2,3,3,3,0,0,7,5,0,1,0,1.045565,1.042893,CSGO-MMQuh-Hs3Sj-Qv9zd-VaCmc-3QqNO,2,0,735d0a500bf404d5
bLitz,76561198959824088,51,Team A,19,9,23,9,47,0.826087,76.666664,79.433334,0.633333,0.766667,3.433333,1,-1,0,0,0,1,1,0,2383,412,103,9,8,11,12,9,3,2,0,0,0,6,6,11,12,9,6,3,2,2,0,0,15,2,0,0,0,1.044045,0.758651,CSGO-wJXca-CuG6k-8F6YJ-fEhE6-LOurD,0,0,735d0a500bf404d5
Techno4K,76561198966340160,56,Team A,22,6,17,17,77,1.294118,66.666672,72.300003,0.733333,0.566667,1.8,5,-1,0,0,0,0,2,0,2169,405,54,10,9,12,13,10,6,5,3,3,3,4,4,9,10,7,3,3,3,4,0,1,4,6,2,0,0,1.131269,1.199125,CSGO-GaKb5-NHote-dtAUy-p6uRv-CPVGQ,1,0,735d0a500bf404d5
Mzinho,76561198838822582,54,Team A,20,1,19,12,60,1.052632,70.0,69.5,0.666667,0.633333,3.733333,3,-1,0,0,0,4,0,0,2085,308,112,10,9,12,13,10,3,2,0,0,0,7,7,12,13,10,1,1,3,5,0,1,9,4,1,0,0,1.03689,0.992225,CSGO-TpLLK-EJ5vT-aYEpF-VphTW-k8aYO,2,0,735d0a500bf404d5
flameZ,76561197978835160,57,Team B,21,9,19,13,61,1.105263,76.666664,73.366669,0.7,0.633333,2.166667,2,-1,0,0,0,2,0,0,2201,425,65,9,8,11,12,9,3,2,0,0,0,6,6,11,12,9,4,4,6,2,0,1,9,3,1,1,0,1.153307,1.12642,CSGO-iVyCV-6tmzL-SKMdk-5PvRr-YMbEC,3,0,735d0a500bf404d5
Senzu,76561198920720017,48,Team A,17,4,20,11,64,0.85,60.000004,58.799999,0.566667,0.666667,0.6,2,-1,0,0,0,1,1,0,1764,241,18,10,9,12,13,10,3,2,0,0,0,7,7,12,13,10,1,3,4,1,0,0,8,3,1,0,0,0.835415,0.862078,CSGO-dAaOs-DnpeD-GThWC-pw6aj-qvbJD,3,0,735d0a500bf404d5
910-,76561199203563345,52,Team A,19,6,21,5,26,0.904762,66.666672,75.466667,0.633333,0.7,1.8,5,-1,0,0,0,1,1,0,2264,197,54,9,8,11,12,9,3,2,0,0,0,6,6,11,12,9,4,4,0,2,0,0,12,2,1,0,0,0.983916,0.87118,CSGO-26Dt2-hWiUb-U4q39-L3rQa-sntiB,4,0,735d0a500bf404d5
mezii,76561197973140692,33,Team B,11,3,18,9,81,0.611111,70.0,47.333332,0.366667,0.6,2.466667,2,-1,0,0,0,2,2,0,1420,240,74,10,9,12,13,10,4,3,1,1,1,6,6,11,12,9,2,3,2,5,0,2,7,1,1,0,0,0.73106,0.720499,CSGO-wbR5p-6B4wk-asD25-VjPt3-2sCJC,4,0,735d0a500bf404d5
apEX,76561197989744167,47,Team B,20,7,23,10,50,0.869565,70.0,75.199997,0.666667,0.766667,5.5,1,-1,0,0,0,0,0,0,2256,386,165,8,7,10,11,8,3,2,0,0,0,5,5,10,11,8,2,4,1,6,0,1,8,4,0,1,0,1.004001,0.941184,CSGO-8fcjw-trwPY-98uXV-7nWbf-ZbJaA,0,0,735d0a500bf404d5
ZywOo,76561198113666193,56,Team B,25,4,18,7,28,1.388889,73.333336,79.599998,0.833333,0.6,1.833333,4,-1,0,0,0,2,0,0,2388,322,55,8,7,10,11,8,3,2,0,0,0,5,5,10,11,8,4,2,6,2,0,0,9,3,2,1,0,1.265325,1.313419,CSGO-YjHoL-pYePb-2iQor-ieCy9-3ZywQ,1,0,735d0a500bf404d5
Techno4K,76561198966340160,4,Team A,2,3,13,1,50,0.153846,40.0,23.466667,0.133333,0.866667,5.266667,0,-1,0,0,0,0,0,0,352,127,79,3,5,6,6,4,1,0,0,0,0,2,5,6,6,4,0,3,0,0,0,0,2,0,0,0,0,0.101864,0.220446,CSGO-GaKb5-NHote-dtAUy-p6uRv-CPVGQ,1,0,b9dd61888745fb89
mezii,76561197973140692,27,Team B,9,5,9,6,66,1.0,80.0,68.666664,0.6,0.6,8.866667,1,-1,0,0,0,2,0,0,1030,185,133,3,5,6,6,4,2,1,1,1,1,1,4,5,5,3,2,4,3,5,0,3,3,3,0,0,0,1.097251,0.944451,CSGO-wbR5p-6B4wk-asD25-VjPt3-2sCJC,4,0,b9dd61888745fb89
ZywOo,76561198113666193,33,Team B,12,5,6,5,41,2.0,80.0,82.466667,0.8,0.4,2.2,1,-1,0,0,0,1,0,0,1237,181,33,1,3,4,4,2,1,0,0,0,0,0,3,4,4,2,2,1,0,2,0,0,5,2,1,0,0,1.420858,1.352463,CSGO-YjHoL-pYePb-2iQor-ieCy9-3ZywQ,3,0,b9dd61888745fb89
bLitz,76561198959824088,13,Team A,6,3,12,3,50,0.5,66.666672,57.733334,0.4,0.8,10.733334,0,-1,0,0,0,0,0,0,866,221,161,4,6,7,7,5,1,0,0,0,0,3,6,7,7,5,1,2,0,1,0,0,4,1,0,0,0,0.672201,0.53644,CSGO-wJXca-CuG6k-8F6YJ-fEhE6-LOurD,2,0,b9dd61888745fb89
910-,76561199203563345,14,Team A,7,0,11,2,28,0.636364,53.333336,48.866665,0.466667,0.733333,3.4,1,-1,0,0,0,0,0,0,733,180,51,3,5,6,6,4,1,0,0,0,0,2,5,6,6,4,2,1,0,2,0,0,5,1,0,0,0,0.619718,0.646663,CSGO-26Dt2-hWiUb-U4q39-L3rQa-sntiB,4,0,b9dd61888745fb89
Senzu,76561198920720017,14,Team A,6,2,13,4,66,0.461538,60.000004,66.800003,0.4,0.866667,8.4,0,-1,0,0,0,0,0,0,1002,265,126,3,5,6,6,4,1,0,0,0,0,2,5,6,6,4,3,2,0,0,0,0,6,0,0,0,0,0.610379,0.443245,CSGO-pr3iK-fxmBO-HhP2M-puXit-zYYwP,3,0,b9dd61888745fb89
